"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19"
"1075789" "C0478121" "ENG" "P" "L0659348" "PF" "S0976475" "Y" "A1034873" NA "" "" "ICD10" "PT" "R19.8" "Other specified symptoms and signs involving the digestive system and abdomen" 3 "N" NA NA
"1075794" "C0478122" "ENG" "S" "L0861139" "PF" "S1039229" "Y" "A1096888" NA "" "" "ICD10" "HT" "R20-R23.9" "Symptoms and signs involving the skin and subcutaneous tissue" 3 "N" NA NA
"1075797" "C0478123" "ENG" "P" "L0817027" "PF" "S0970592" "Y" "A1027443" NA "" "" "ICD10" "PT" "R20.8" "Other and unspecified disturbances of skin sensation" 3 "N" NA NA
"1075802" "C0478124" "ENG" "P" "L0780485" "PF" "S0970686" "Y" "A1027609" NA "" "" "ICD10" "PT" "R23.8" "Other and unspecified skin changes" 3 "N" NA NA
"1075803" "C0478124" "ENG" "S" "L0780483" "PF" "S0974541" "N" "A1032615" NA "" "" "ICD10" "HT" "R23" "Other skin changes" 3 "N" 256 NA
"1075812" "C0478125" "ENG" "S" "L0861129" "PF" "S1039228" "Y" "A1096885" NA "" "" "ICD10" "HT" "R25-R29.9" "Symptoms and signs involving the nervous and musculoskeletal systems" 3 "N" NA NA
"1075815" "C0478126" "ENG" "P" "L0661978" "PF" "S0970555" "Y" "A1027373" NA "" "" "ICD10" "PT" "R25.8" "Other and unspecified abnormal involuntary movements" 3 "N" NA NA
"1075820" "C0478128" "ENG" "P" "L0662417" "PF" "S0970557" "Y" "A1027379" NA "" "" "ICD10" "PT" "R26.8" "Other and unspecified abnormalities of gait and mobility" 3 "N" NA NA
"1075824" "C0478129" "ENG" "P" "L0798254" "PF" "S0970663" "Y" "A1027569" NA "" "" "ICD10" "PT" "R27.8" "Other and unspecified lack of coordination" 3 "N" NA NA
"1075829" "C0478130" "ENG" "P" "L0861128" "PF" "S0970694" "Y" "A1027631" NA "" "" "ICD10" "PT" "R29.8" "Other and unspecified symptoms and signs involving the nervous and musculoskeletal systems" 3 "N" NA NA
"1075832" "C0478131" "ENG" "P" "L0861141" "PF" "S1039230" "Y" "A1096891" NA "" "" "ICD10" "HT" "R30-R39.9" "Symptoms and signs involving the urinary system" 3 "N" NA NA
"1075838" "C0478132" "ENG" "P" "L0812382" "PF" "S0971744" "Y" "A1029106" NA "" "" "ICD10" "PT" "R39.1" "Other difficulties with micturition" 3 "N" 256 NA
"1075842" "C0478133" "ENG" "P" "L0861135" "PF" "S0970695" "Y" "A1027635" NA "" "" "ICD10" "PT" "R39.8" "Other and unspecified symptoms and signs involving the urinary system" 3 "N" NA NA
"1075848" "C0478134" "ENG" "S" "L0742325" "VO" "S1039223" "Y" "A1096871" NA "" "" "ICD10" "HT" "R40-F46.9" "Symptoms and signs involving cognition, perception, emotional state and behaviour" 3 "N" NA NA
"1075853" "C0478135" "ENG" "P" "L0694869" "PF" "S0970519" "Y" "A1027323" NA "" "" "ICD10" "PT" "R41.3" "Other amnesia" 3 "N" 256 NA
"1075857" "C0478136" "ENG" "P" "L0735978" "PF" "S0970692" "Y" "A1027625" NA "" "" "ICD10" "PT" "R41.8" "Other and unspecified symptoms and signs involving cognitive functions and awareness" 3 "N" NA NA
"1075861" "C0478137" "ENG" "P" "L0817028" "PF" "S0970593" "Y" "A1027446" NA "" "" "ICD10" "PT" "R43.8" "Other and unspecified disturbances of smell and taste" 3 "N" NA NA
"1075867" "C0478138" "ENG" "P" "L0850033" "PF" "S0972383" "Y" "A1029960" NA "" "" "ICD10" "PT" "R44.2" "Other hallucinations" 3 "N" 256 NA
"1075871" "C0478139" "ENG" "P" "L0846341" "PF" "S0970693" "Y" "A1027628" NA "" "" "ICD10" "PT" "R44.8" "Other and unspecified symptoms and signs involving general sensations and perceptions" 3 "N" NA NA
"1075878" "C0478140" "ENG" "P" "L0825477" "PF" "S0976771" "Y" "A1035243" NA "" "" "ICD10" "PT" "R45.8" "Other symptoms and signs involving emotional state" 3 "N" NA NA
"1075889" "C0478141" "ENG" "P" "L0712941" "VO" "S0976769" "Y" "A1035237" NA "" "" "ICD10" "PT" "R46.8" "Other symptoms and signs involving appearance and behaviour" 3 "N" NA NA
"1075895" "C0478142" "ENG" "P" "L0825483" "PF" "S1033608" "Y" "A1091133" NA "" "" "ICD10" "PT" "R45.7" "State of emotional shock and stress, unspecified" 3 "N" NA NA
"1075899" "C0478143" "ENG" "S" "L0861140" "PF" "S1039225" "Y" "A1096876" NA "" "" "ICD10" "HT" "R47-R49.9" "Symptoms and signs involving speech and voice" 3 "N" NA NA
"1075901" "C0478144" "ENG" "P" "L0817029" "PF" "S0970687" "N" "A1027612" NA "" "" "ICD10" "PT" "R47.8" "Other and unspecified speech disturbances" 3 "N" 256 NA
"1075908" "C0478145" "ENG" "P" "L0821597" "PF" "S0970691" "Y" "A1027622" NA "" "" "ICD10" "PT" "R48.8" "Other and unspecified symbolic dysfunctions" 3 "N" NA NA
"1075917" "C0478146" "ENG" "P" "L0817030" "PF" "S0970702" "Y" "A1027647" NA "" "" "ICD10" "PT" "R49.8" "Other and unspecified voice disturbances" 3 "N" NA NA
"1075921" "C0478147" "ENG" "S" "L0846398" "PF" "S0892032" "Y" "A0950315" NA "" "" "ICD10" "HT" "R50-R69.9" "General symptoms and signs" 3 "N" NA NA
"1075927" "C0478148" "ENG" "P" "L0783209" "PF" "S0971227" "Y" "A1028313" NA "" "" "ICD10" "PT" "R52.2" "Other chronic pain" 3 "N" 256 NA
"1075932" "C0478149" "ENG" "P" "L0798164" "PF" "S0970587" "Y" "A1027432" NA "" "" "ICD10" "PT" "R56.8" "Other and unspecified convulsions" 3 "N" NA NA
"1075938" "C0478150" "ENG" "P" "L0877769" "PF" "S0974517" "Y" "A1032579" NA "" "" "ICD10" "PT" "R57.8" "Other shock" 3 "N" 256 NA
"1075943" "C0478152" "ENG" "P" "L0810190" "PF" "S0972715" "Y" "A1030427" NA "" "" "ICD10" "PT" "R62.8" "Other lack of expected normal physiological development" 3 "N" NA NA
"1075949" "C0478153" "ENG" "P" "L0793950" "PF" "S0976767" "Y" "A1035230" NA "" "" "ICD10" "PT" "R63.8" "Other symptoms and signs concerning food and fluid intake" 3 "N" NA NA
"1075954" "C0478154" "ENG" "P" "L0857113" "PF" "S0956180" "Y" "A1012866" NA "" "" "ICD10" "PT" "R68.1" "Nonspecific symptoms peculiar to infancy" 3 "N" 256 NA
"1075960" "C0478155" "ENG" "P" "L0820035" "PF" "S0864008" "Y" "A0922694" NA "" "" "ICD10" "PT" "R68.2" "Dry mouth, unspecified" 3 "N" 256 NA
"1075964" "C0478156" "ENG" "P" "L0846374" "PF" "S0975348" "Y" "A1033617" NA "" "" "ICD10" "PT" "R68.8" "Other specified general symptoms and signs" 3 "N" NA NA
"1075968" "C0478157" "ENG" "P" "L0775239" "PF" "S1053712" "Y" "A1111476" NA "" "" "ICD10" "PT" "R69" "Unknown and unspecified causes of morbidity" 3 "N" 256 NA
"1075970" "C0478158" "ENG" "P" "L0661385" "PF" "S0793060" "N" "A0852261" NA "" "" "ICD10" "HT" "R70-R79.9" "Abnormal findings on examination of blood, without diagnosis" 3 "N" NA NA
"1075978" "C0478161" "ENG" "P" "L0661893" "PF" "S0793118" "Y" "A0852336" NA "" "" "ICD10" "PT" "R76.9" "Abnormal immunological finding in serum, unspecified" 3 "N" NA NA
"1075984" "C0478163" "ENG" "P" "L0662461" "PF" "S0793301" "Y" "A0852582" NA "" "" "ICD10" "PT" "R77.9" "Abnormality of plasma protein, unspecified" 3 "N" NA NA
"1075990" "C0478164" "ENG" "P" "L0679838" "PF" "S0884650" "Y" "A0942953" NA "" "" "ICD10" "PT" "R78.4" "Finding of other drugs of addictive potential in blood" 3 "N" NA NA
"1075997" "C0478166" "ENG" "P" "L0661370" "PF" "S0974691" "Y" "A1032777" NA "" "" "ICD10" "PT" "R79.8" "Other specified abnormal findings of blood chemistry" 3 "N" 256 NA
"1075999" "C0478169" "ENG" "P" "L0661746" "PF" "S0793064" "N" "A0852267" NA "" "" "ICD10" "HT" "R80-R82.9" "Abnormal findings on examination of urine, without diagnosis" 3 "N" NA NA
"1076008" "C0478170" "ENG" "P" "L0661896" "PF" "S0970554" "Y" "A1027369" NA "" "" "ICD10" "PT" "R82.9" "Other and unspecified abnormal findings in urine" 3 "N" NA NA
"1076009" "C0478170" "ENG" "S" "L0661897" "PF" "S0970356" "N" "A1027089" NA "" "" "ICD10" "HT" "R82" "Other abnormal findings in urine" 3 "N" 256 NA
"1076015" "C0478171" "ENG" "P" "L1053773" "PF" "S1268517" "N" "A1227294" NA "" "" "ICD10" "HT" "R83-R89.9" "Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis" 3 "N" 256 NA
"1076023" "C0478172" "ENG" "P" "L0661163" "PF" "S0792979" "Y" "A0852084" NA "" "" "ICD10" "PT" "R83.8" "Abnormal findings in cerebrospinal fluid, other abnormal findings" 3 "N" NA NA
"1076029" "C0478173" "ENG" "P" "L0661192" "PF" "S0793034" "Y" "A0852199" NA "" "" "ICD10" "PT" "R84.8" "Abnormal findings in specimens from respiratory organs and thorax, other abnormal findings" 3 "N" NA NA
"1076035" "C0478174" "ENG" "P" "L0659452" "PF" "S0792990" "Y" "A0852108" NA "" "" "ICD10" "PT" "R85.8" "Abnormal findings in specimens from digestive organs and abdominal cavity, other abnormal findings" 3 "N" NA NA
"1076042" "C0478175" "ENG" "P" "L0661183" "PF" "S0793012" "Y" "A0852154" NA "" "" "ICD10" "PT" "R86.8" "Abnormal findings in specimens from male genital organs, other abnormal findings" 3 "N" NA NA
"1076048" "C0478176" "ENG" "P" "L0661177" "PF" "S0793001" "Y" "A0852131" NA "" "" "ICD10" "PT" "R87.8" "Abnormal findings in specimens from female genital organs, other abnormal findings" 3 "N" NA NA
"1076055" "C0478177" "ENG" "P" "L0661172" "PF" "S0793017" "Y" "A0852164" NA "" "" "ICD10" "PT" "R89.0" "Abnormal findings in specimens from other organs, abnormal level of enzymes" 3 "N" NA NA
"1076061" "C0478178" "ENG" "P" "L0661196" "PF" "S0793018" "Y" "A0852166" NA "" "" "ICD10" "PT" "R89.1" "Abnormal findings in specimens from other organs, abnormal level of hormones" 3 "N" NA NA
"1076067" "C0478179" "ENG" "P" "L0650364" "PF" "S0793020" "Y" "A0852170" NA "" "" "ICD10" "PT" "R89.3" "Abnormal findings in specimens from other organs, abnormal level of substances chiefly nonmedicinal as to source" 3 "N" NA NA
"1076071" "C0478181" "ENG" "P" "L0661187" "PF" "S0793016" "Y" "A0852162" NA "" "" "ICD10" "PT" "R89.4" "Abnormal findings in specimens from other organs, abnormal immunological findings" 3 "N" NA NA
"1076077" "C0478182" "ENG" "P" "L0661189" "PF" "S0793021" "Y" "A0852172" NA "" "" "ICD10" "PT" "R89.5" "Abnormal findings in specimens from other organs, abnormal microbiological findings" 3 "N" NA NA
"1076083" "C0478183" "ENG" "P" "L0661168" "PF" "S0793014" "Y" "A0852158" NA "" "" "ICD10" "PT" "R89.6" "Abnormal findings in specimens from other organs, abnormal cytological findings" 3 "N" NA NA
"1076089" "C0478184" "ENG" "P" "L0661185" "PF" "S0793015" "Y" "A0852160" NA "" "" "ICD10" "PT" "R89.7" "Abnormal findings in specimens from other organs, abnormal histological findings" 3 "N" NA NA
"1076095" "C0478185" "ENG" "P" "L0661191" "PF" "S0793022" "Y" "A0852174" NA "" "" "ICD10" "PT" "R89.8" "Abnormal findings in specimens from other organs, other abnormal findings" 3 "N" NA NA
"1076101" "C0478186" "ENG" "S" "L0661745" "PF" "S1458460" "Y" "A1411682" NA "" "" "ICD10" "HT" "R90-F94.9" "Abnormal findings on diagnostic imaging and in function studies, without diagnosis" 3 "N" NA NA
"1076106" "C0478187" "ENG" "P" "L0661533" "PF" "S0970360" "Y" "A1027097" NA "" "" "ICD10" "PT" "R90.8" "Other abnormal findings on diagnostic imaging of central nervous system" 3 "N" 256 NA
"1076112" "C0478189" "ENG" "P" "L0661747" "PF" "S0793049" "Y" "A0852235" NA "" "" "ICD10" "PT" "R93.3" "Abnormal findings on diagnostic imaging of other parts of digestive tract" 3 "N" 256 NA
"1076118" "C0478190" "ENG" "P" "L0659476" "PF" "S0793047" "Y" "A0852230" NA "" "" "ICD10" "PT" "R93.5" "Abnormal findings on diagnostic imaging of other abdominal regions, including retroperitoneum" 3 "N" NA NA
"1076124" "C0478191" "ENG" "P" "L0661751" "PF" "S0793050" "Y" "A0852238" NA "" "" "ICD10" "PT" "R93.7" "Abnormal findings on diagnostic imaging of other parts of musculoskeletal system" 3 "N" 256 NA
"1076131" "C0478193" "ENG" "P" "L0661819" "PF" "S0793220" "Y" "A0852474" NA "" "" "ICD10" "PT" "R94.7" "Abnormal results of other endocrine function studies" 3 "N" 256 NA
"1076136" "C0478194" "ENG" "P" "L0661928" "PF" "S0793216" "Y" "A0852462" NA "" "" "ICD10" "PT" "R94.8" "Abnormal results of function studies of other organs and systems" 3 "N" NA NA
"1076142" "C0478195" "ENG" "P" "L0738528" "VO" "S0909718" "Y" "A0966275" NA "" "" "ICD10" "HT" "R95-R99.9" "Ill-defined and unknown causes of mortality" 3 "N" NA NA
"1076146" "C0478196" "ENG" "P" "L0774932" "PF" "S0976664" "Y" "A1035098" NA "" "" "ICD10" "HT" "R96" "Other sudden death, cause unknown" 3 "N" NA NA
"1076150" "C0478199" "ENG" "P" "L0719398" "PF" "S0976673" "Y" "A1035117" NA "" "" "ICD10" "PT" "S00.2" "Other superficial injuries of eyelid and periocular area" 3 "N" NA NA
"1076157" "C0478200" "ENG" "P" "L0850756" "PF" "S1037072" "Y" "A1094687" NA "" "" "ICD10" "PT" "S00.8" "Superficial injury of other parts of head" 3 "N" 256 NA
"1076166" "C0478201" "ENG" "P" "L0850945" "PF" "S0966513" "Y" "A1023185" NA "" "" "ICD10" "PT" "S01.8" "Open wound of other parts of head" 3 "N" 256 NA
"1076170" "C0478202" "ENG" "P" "L0753978" "PF" "S0888390" "Y" "A0946940" NA "" "" "ICD10" "PT" "S02.8" "Fractures of other skull and facial bones" 3 "N" NA NA
"1076175" "C0478203" "ENG" "P" "L0815283" "PF" "S0860617" "Y" "A0919096" NA "" "" "ICD10" "PT" "S03.3" "Dislocation of other and unspecified parts of head" 3 "N" NA NA
"1076179" "C0478204" "ENG" "P" "L0850781" "PF" "S1032651" "Y" "A1090210" NA "" "" "ICD10" "PT" "S03.5" "Sprain and strain of joints and ligaments of other and unspecified parts of head" 3 "N" NA NA
"1076188" "C0478205" "ENG" "P" "L0801100" "VO" "S0914534" "Y" "A0971459" NA "" "" "ICD10" "PT" "S04.8" "Injury of other cranial nerves" 3 "N" 256 NA
"1076194" "C0478207" "ENG" "P" "L0860732" "PF" "S0963346" "Y" "A1020158" NA "" "" "ICD10" "PT" "S05.3" "Ocular laceration without prolapse or loss of intraocular tissue" 3 "N" NA NA
"1076199" "C0478208" "ENG" "P" "L0752820" "PF" "S0986233" "Y" "A1044173" NA "" "" "ICD10" "PT" "S05.4" "Penetrating wound of orbit with or without foreign body" 3 "N" NA NA
"1076205" "C0478209" "ENG" "P" "L0832669" "PF" "S0972588" "Y" "A1030248" NA "" "" "ICD10" "PT" "S05.8" "Other injuries of eye and orbit" 3 "N" NA NA
"1076210" "C0478210" "ENG" "P" "L0832670" "PF" "S0914398" "Y" "A0971167" NA "" "" "ICD10" "PT" "S05.9" "Injury of eye and orbit, part unspecified" 3 "N" NA NA
"1076211" "C0478210" "ENG" "S" "L0832668" "PF" "S0914397" "N" "A0971165" NA "" "" "ICD10" "HT" "S05" "Injury of eye and orbit" 3 "N" NA NA
"1076218" "C0478211" "ENG" "P" "L0858519" "PF" "S0972635" "Y" "A1030322" NA "" "" "ICD10" "PT" "S06.8" "Other intracranial injuries" 3 "N" NA NA
"1076224" "C0478212" "ENG" "P" "L0802050" "PF" "S0851099" "Y" "A0909875" NA "" "" "ICD10" "PT" "S07.8" "Crushing injury of other parts of head" 3 "N" 256 NA
"1076230" "C0478213" "ENG" "P" "L0695822" "PF" "S1049540" "Y" "A1107233" NA "" "" "ICD10" "PT" "S08.8" "Traumatic amputation of other parts of head" 3 "N" 256 NA
"1076235" "C0478214" "ENG" "P" "L0695824" "PF" "S1049559" "Y" "A1107267" NA "" "" "ICD10" "PT" "S08.9" "Traumatic amputation of unspecified part of head" 3 "N" NA NA
"1076237" "C0478214" "ENG" "S" "L0695823" "PF" "S1049543" "Y" "A1107240" NA "" "" "ICD10" "HT" "S08" "Traumatic amputation of part of head" 3 "N" NA NA
"1076244" "C0478216" "ENG" "P" "L0850758" "PF" "S0975473" "Y" "A1033770" NA "" "" "ICD10" "PT" "S09.8" "Other specified injuries of head" 3 "N" 256 NA
"1076249" "C0478217" "ENG" "P" "L0858777" "PF" "S0970690" "Y" "A1027620" NA "" "" "ICD10" "PT" "S10.1" "Other and unspecified superficial injuries of throat" 3 "N" NA NA
"1076253" "C0478218" "ENG" "P" "L0858675" "PF" "S1037073" "Y" "A1094690" NA "" "" "ICD10" "PT" "S10.8" "Superficial injury of other parts of neck" 3 "N" NA NA
"1076260" "C0478219" "ENG" "P" "L1225841" "PF" "S0966516" "Y" "A1023194" NA "" "" "ICD10" "PT" "S11.8" "Open wound of other parts of neck" 3 "N" NA NA
"1076265" "C0478220" "ENG" "P" "L0778990" "PF" "S0888256" "Y" "A0946774" NA "" "" "ICD10" "PT" "S12.2" "Fracture of other specified cervical vertebra" 3 "N" NA NA
"1076270" "C0478221" "ENG" "P" "L0842471" "PF" "S0888254" "Y" "A0946768" NA "" "" "ICD10" "PT" "S12.8" "Fracture of other parts of neck" 3 "N" 256 NA
"1076275" "C0478222" "ENG" "P" "L0815415" "PF" "S0860619" "Y" "A0919102" NA "" "" "ICD10" "PT" "S13.2" "Dislocation of other and unspecified parts of neck" 3 "N" NA NA
"1076279" "C0478223" "ENG" "P" "L0862091" "PF" "S1032652" "Y" "A1090213" NA "" "" "ICD10" "PT" "S13.6" "Sprain and strain of joints and ligaments of other and unspecified parts of neck" 3 "N" NA NA
"1076284" "C0478224" "ENG" "P" "L0778537" "PF" "S0970652" "Y" "A1027545" NA "" "" "ICD10" "PT" "S14.1" "Other and unspecified injuries of cervical spinal cord" 3 "N" NA NA
"1076288" "C0478225" "ENG" "P" "L0858670" "PF" "S0914523" "Y" "A0971428" NA "" "" "ICD10" "PT" "S14.6" "Injury of other and unspecified nerves of neck" 3 "N" NA NA
"1076292" "C0478228" "ENG" "P" "L0802076" "PF" "S0851100" "Y" "A0909878" NA "" "" "ICD10" "PT" "S17.8" "Crushing injury of other parts of neck" 3 "N" NA NA
"1076298" "C0478229" "ENG" "P" "L0858677" "PF" "S0975478" "Y" "A1033782" NA "" "" "ICD10" "PT" "S19.8" "Other specified injuries of neck" 3 "N" 256 NA
"1076303" "C0478230" "ENG" "P" "L0758731" "PF" "S0970688" "Y" "A1027616" NA "" "" "ICD10" "PT" "S20.1" "Other and unspecified superficial injuries of breast" 3 "N" NA NA
"1076308" "C0478231" "ENG" "P" "L0843266" "PF" "S0976675" "Y" "A1035124" NA "" "" "ICD10" "PT" "S20.3" "Other superficial injuries of front wall of thorax" 3 "N" NA NA
"1076314" "C0478232" "ENG" "P" "L0738101" "PF" "S0976672" "Y" "A1035114" NA "" "" "ICD10" "PT" "S20.4" "Other superficial injuries of back wall of thorax" 3 "N" NA NA
"1076320" "C0478233" "ENG" "P" "L0858769" "PF" "S1037071" "Y" "A1094684" NA "" "" "ICD10" "PT" "S20.8" "Superficial injury of other and unspecified parts of thorax" 3 "N" NA NA
"1076326" "C0478234" "ENG" "P" "L1225852" "PF" "S0966518" "Y" "A1023198" NA "" "" "ICD10" "PT" "S21.8" "Open wound of other parts of thorax" 3 "N" NA NA
"1076331" "C0478235" "ENG" "P" "L0876557" "PF" "S0966542" "Y" "A1023234" NA "" "" "ICD10" "PT" "S21.9" "Open wound of thorax, part unspecified" 3 "N" NA NA
"1076333" "C0478235" "ENG" "S" "L0876630" "PF" "S0966541" "N" "A1023232" NA "" "" "ICD10" "HT" "S21" "Open wound of thorax" 3 "N" 256 NA
"1076340" "C0478236" "ENG" "P" "L0754504" "PF" "S0888252" "Y" "A0946761" NA "" "" "ICD10" "PT" "S22.8" "Fracture of other parts of bony thorax" 3 "N" NA NA
"1076345" "C0478237" "ENG" "P" "L0754505" "PF" "S0888175" "Y" "A0946637" NA "" "" "ICD10" "PT" "S22.9" "Fracture of bony thorax, part unspecified" 3 "N" NA NA
"1076350" "C0478238" "ENG" "P" "L0815449" "PF" "S0860622" "Y" "A0919108" NA "" "" "ICD10" "PT" "S23.2" "Dislocation of other and unspecified parts of thorax" 3 "N" NA NA
"1076354" "C0478239" "ENG" "P" "L0877633" "PF" "S1032660" "Y" "A1090232" NA "" "" "ICD10" "PT" "S23.5" "Sprain and strain of other and unspecified parts of thorax" 3 "N" NA NA
"1076359" "C0478240" "ENG" "P" "L0798619" "PF" "S0970658" "Y" "A1027558" NA "" "" "ICD10" "PT" "S24.1" "Other and unspecified injuries of thoracic spinal cord" 3 "N" NA NA
"1076363" "C0478241" "ENG" "P" "L0858701" "PF" "S0914552" "Y" "A0971509" NA "" "" "ICD10" "PT" "S24.5" "Injury of other nerves of thorax" 3 "N" NA NA
"1076369" "C0478242" "ENG" "P" "L0858734" "PF" "S0914680" "Y" "A0971732" NA "" "" "ICD10" "PT" "S24.6" "Injury of unspecified nerve of thorax" 3 "N" 256 NA
"1076374" "C0478243" "ENG" "P" "L0750629" "PF" "S0914533" "Y" "A0971456" NA "" "" "ICD10" "PT" "S25.8" "Injury of other blood vessels of thorax" 3 "N" 256 NA
"1076379" "C0478244" "ENG" "P" "L0851224" "PF" "S0972589" "Y" "A1030251" NA "" "" "ICD10" "PT" "S26.8" "Other injuries of heart" 3 "N" NA NA
"1076384" "C0478245" "ENG" "P" "L0858622" "PF" "S0972591" "Y" "A1030257" NA "" "" "ICD10" "PT" "S27.3" "Other injuries of lung" 3 "N" 256 NA
"1076389" "C0478246" "ENG" "P" "L0858526" "PF" "S0914555" "Y" "A0971516" NA "" "" "ICD10" "PT" "S27.8" "Injury of other specified intrathoracic organs" 3 "N" 256 NA
"1076396" "C0478247" "ENG" "P" "L0858528" "PF" "S0914658" "Y" "A0971686" NA "" "" "ICD10" "PT" "S27.9" "Injury of unspecified intrathoracic organ" 3 "N" 256 NA
"1076401" "C0478248" "ENG" "P" "L0858776" "PF" "S0975480" "Y" "A1033788" NA "" "" "ICD10" "PT" "S29.8" "Other specified injuries of thorax" 3 "N" 256 NA
"1076404" "C0478249" "ENG" "P" "L0659274" "PF" "S0913967" "Y" "A0970647" NA "" "" "ICD10" "HT" "S30-S39.9" "Injuries to the abdomen, lower back, lumbar spine and pelvis" 3 "N" NA NA
"1076407" "C0478250" "ENG" "P" "L0659282" "PF" "S0976670" "Y" "A1035108" NA "" "" "ICD10" "PT" "S30.8" "Other superficial injuries of abdomen, lower back and pelvis" 3 "N" NA NA
"1076413" "C0478251" "ENG" "P" "L0659284" "PF" "S1036999" "Y" "A1094587" NA "" "" "ICD10" "PT" "S30.9" "Superficial injury of abdomen, lower back and pelvis, part unspecified" 3 "N" NA NA
"1076415" "C0478251" "ENG" "S" "L0659285" "PF" "S1036998" "Y" "A1094585" NA "" "" "ICD10" "HT" "S30" "Superficial injury of abdomen, lower back and pelvis" 3 "N" NA NA
"1076421" "C0478252" "ENG" "P" "L0831982" "PF" "S0966504" "Y" "A1023165" NA "" "" "ICD10" "PT" "S31.5" "Open wound of other and unspecified external genital organs" 3 "N" NA NA
"1076425" "C0478254" "ENG" "P" "L0842410" "PF" "S0888245" "Y" "A0946743" NA "" "" "ICD10" "PT" "S32.8" "Fracture of other and unspecified parts of lumbar spine and pelvis" 3 "N" NA NA
"1076430" "C0478255" "ENG" "P" "L0815404" "PF" "S0860618" "Y" "A0919099" NA "" "" "ICD10" "PT" "S33.3" "Dislocation of other and unspecified parts of lumbar spine and pelvis" 3 "N" NA NA
"1076433" "C0478257" "ENG" "P" "L0798616" "PF" "S0972597" "Y" "A1030269" NA "" "" "ICD10" "PT" "S34.1" "Other injury of lumbar spinal cord" 3 "N" NA NA
"1076440" "C0478259" "ENG" "P" "L0659242" "PF" "S0914524" "Y" "A0971431" NA "" "" "ICD10" "PT" "S35.8" "Injury of other blood vessels at abdomen, lower back and pelvis level" 3 "N" NA NA
"1076446" "C0478260" "ENG" "P" "L0659243" "PF" "S0914639" "Y" "A0971645" NA "" "" "ICD10" "PT" "S35.9" "Injury of unspecified blood vessel at abdomen, lower back and pelvis level" 3 "N" NA NA
"1076447" "C0478260" "ENG" "S" "L0659244" "PF" "S0914349" "N" "A0971068" NA "" "" "ICD10" "HT" "S35" "Injury of blood vessels at abdomen, lower back and pelvis level" 3 "N" NA NA
"1076455" "C0478263" "ENG" "P" "L0858763" "PF" "S0914553" "Y" "A0971512" NA "" "" "ICD10" "PT" "S37.8" "Injury of other pelvic organs" 3 "N" NA NA
"1076459" "C0478263" "ENG" "S" "L0858764" "PF" "S0914684" "Y" "A0971741" NA "" "" "ICD10" "PT" "S37.9" "Injury of unspecified pelvic organ" 3 "N" NA NA
"1076464" "C0478264" "ENG" "P" "L0659268" "PF" "S0851094" "Y" "A0909860" NA "" "" "ICD10" "PT" "S38.1" "Crushing injury of other and unspecified parts of abdomen, lower back and pelvis" 3 "N" NA NA
"1076468" "C0478265" "ENG" "P" "L0659203" "PF" "S1049538" "Y" "A1107227" NA "" "" "ICD10" "PT" "S38.3" "Traumatic amputation of other and unspecified parts of abdomen, lower back and pelvis" 3 "N" NA NA
"1076472" "C0478266" "ENG" "P" "L0659280" "PF" "S0975468" "Y" "A1033760" NA "" "" "ICD10" "PT" "S39.8" "Other specified injuries of abdomen, lower back and pelvis" 3 "N" NA NA
"1076476" "C0478267" "ENG" "P" "L0659286" "PF" "S1054738" "Y" "A1112537" NA "" "" "ICD10" "PT" "S39.9" "Unspecified injury of abdomen, lower back and pelvis" 3 "N" NA NA
"1076480" "C0478268" "ENG" "P" "L0659275" "PF" "S0973044" "Y" "A1030851" NA "" "" "ICD10" "PT" "S39.7" "Other multiple injuries of abdomen, lower back and pelvis" 3 "N" NA NA
"1076485" "C0478269" "ENG" "P" "L0720289" "PF" "S0976681" "Y" "A1035138" NA "" "" "ICD10" "PT" "S40.8" "Other superficial injuries of shoulder and upper arm" 3 "N" NA NA
"1076491" "C0478271" "ENG" "P" "L0785189" "PF" "S0949581" "Y" "A1006015" NA "" "" "ICD10" "PT" "S42.7" "Multiple fractures of clavicle, scapula and humerus" 3 "N" NA NA
"1076495" "C0478272" "ENG" "P" "L0720210" "PF" "S0888255" "Y" "A0946771" NA "" "" "ICD10" "PT" "S42.8" "Fracture of other parts of shoulder and upper arm" 3 "N" NA NA
"1076499" "C0478274" "ENG" "P" "L0815272" "PF" "S0860620" "Y" "A0919104" NA "" "" "ICD10" "PT" "S43.3" "Dislocation of other and unspecified parts of shoulder girdle" 3 "N" NA NA
"1076504" "C0478275" "ENG" "P" "L0847038" "PF" "S1032659" "Y" "A1090229" NA "" "" "ICD10" "PT" "S43.7" "Sprain and strain of other and unspecified parts of shoulder girdle" 3 "N" NA NA
"1076510" "C0478276" "ENG" "P" "L0719782" "PF" "S0914550" "Y" "A0971503" NA "" "" "ICD10" "PT" "S44.8" "Injury of other nerves at shoulder and upper arm level" 3 "N" NA NA
"1076514" "C0478278" "ENG" "P" "L0719762" "PF" "S0914530" "Y" "A0971449" NA "" "" "ICD10" "PT" "S45.8" "Injury of other blood vessels at shoulder and upper arm level" 3 "N" NA NA
