"CUI_inp" "CUI_inp_name" "Map_type" "CUI_out" "CUI_out_name"
"467" "C3825465" "Depression in infants" "G/P" "C0013415;C0349217;C0349227" "Dysthymic Disorder;Depressive episode, unspecified;Other specified mood [affective] disorders"
"468" "C2585284" "Moderate hereditary factor VIII deficiency disease with inhibitor" "G/P" "C0019069" "Hemophilia A"
"469" "C0270762" "Bailey-Cushing syndrome" "G/P" "C0004138" "Ataxias, Hereditary"
"470" "C0154773" "Acute endophthalmitis" "A" "C0259800" "Purulent endophthalmitis"
"471" "C1536021" "Dysbacteriosis" "G/P" "C0012242;C0152945" "Digestive System Disorders;Gastrointestinal anthrax"
"472" "C0346081" "Skin Angiosarcoma" "A" "C0348362" "Malignant neoplasm of connective and soft tissue, unspecified"
"473" "C0346099" "Nevus spilus" "A" "C0027962" "Melanocytic nevus"
"474" "C0235218" "Warm skin" "A" "C0041834" "Erythema"
"475" "C0013772" "Elder Abuse" "G/P" "C0004063;C0480746" "Assault;Other maltreatment syndromes - cause"
"476" "C0333333" "Spontaneous fistula" "G/P" "C0477529" "Other specified disorders of skin and subcutaneous tissue"
"477" "C3164513" "Tumor of respiratory system" "A" "C0496918" "Neoplasm of uncertain or unknown behavior of respiratory organ, unspecified"
"478" "C0398659" "Delayed rupture of spleen" "A" "C0037998" "Splenic Infarction"
"479" "C0458168" "Post-surgery back pain" "A" "C0869285" "Other complications of procedures, not elsewhere classified in ICD10CM"
"480" "C0474856" "Neutrophilic Leukemia" "G/P" "C0023470" "Myeloid Leukemia"
"481" "C0406307" "Senile xeroderma" "A" "C0263386" "Acquired ichthyosis"
"482" "C0026683" "Mucocele" "G/P" "C0158683" "Polycystic liver disease"
"483" "C0581869" "Abdominal wall pain" "A" "C0478119" "Other and unspecified abdominal pain"
"484" "C0037304" "Skull Fractures" "G/P" "C0016655;C0018674" "Multiple fractures;Craniocerebral Trauma"
"485" "C0033247" "Proctocolitis" "G/P" "C0009324;C0348742" "Ulcerative Colitis;Other specified diseases of anus and rectum"
"486" "C0236054" "Anesthesia mouth" "G/P" "C0012766;C0495677" "Skin sensation disturbance;Hypoesthesia of skin"
"487" "C0343644" "Hand wart" "A" "C0043037" "Common wart"
"488" "C1861380" "Syndactyly, Type I" "A" "C0039075" "Syndactyly"
"489" "C0409954" "Osteoarthritis of elbow" "G/P" "C0022408" "Arthropathy"
"490" "C0920027" "Cholestatic hepatic disorder" "A" "C0008370" "Cholestasis"
"491" "C0596793" "Intracranial hematoma" "A" "C0494608" "Intracranial hemorrhage (nontraumatic), unspecified"
"492" "C0475718" "Neonatal hyperglycemia" "G/P" "C0020456;C0270075" "Hyperglycemia;Perinatal disorder"
"493" "C0264270" "Hypertrophic rhinitis" "A" "C0008711" "Chronic rhinitis"
"494" "C3532252" "Ulnar impaction syndrome" "G/P" "C0263912" "Rotator cuff syndrome"
"495" "C0018078" "Gonococcal urethritis" "A" "C0494054" "Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess"
"496" "C0221182" "Chordee" "G/P" "C0000768;C0030846;C0264132" "Congenital Abnormality;Penile Diseases;Acquired musculoskeletal deformity"
"497" "C0877172" "Hematoma, Epidural, Spinal" "A" "C0238154" "Hematoma, Epidural, Cranial"
"498" "C1960562" "Physiological tremor" "A" "C0477361" "Other specified forms of tremor"
"499" "C1699654" "Oesophageal mucositis" "A" "C0014868" "Esophagitis"
"500" "C0267353" "Stricture of duodenum" "G/P" "C0013292" "Duodenal Obstruction"
"501" "C0854771" "Stage I Esophageal Squamous Cell Carcinoma" "G/P" "C0546837" "Malignant neoplasm of esophagus"
"502" "C0274574" "Poisoning by cyclophosphamide" "A" "C0412836" "Poisoning by antineoplastic AND/OR immunosuppressive drug"
"503" "C0175704" "LEOPARD Syndrome" "G/P" "C0008626;C0010314;C0013080;C0018798;C0024796;C0034089;C0037268;C0151491;C0494870;C1956097" "Congenital chromosomal disease;Cri-du-Chat Syndrome;Down Syndrome;Congenital Heart Defects;Marfan Syndrome;Pulmonary Valve Stenosis;Skin Abnormalities;Congenital musculoskeletal anomalies;Other melanin hyperpigmentation;Wolf-Hirschhorn Syndrome"
"504" "C0749502" "Chronic osteomyelitis of the tibia" "G/P" "C0029443;C0410422;C0410423;C0451878;C0451879;C0477684;C0477685;C0477686;C0477687;C0477688" "Osteomyelitis;Chronic multifocal osteomyelitis;Chronic osteomyelitis with draining sinus;Osteonecrosis due to drugs;Osteonecrosis due to previous trauma;Other chronic hematogenous osteomyelitis;Other chronic osteomyelitis;Other osteomyelitis;Other secondary osteonecrosis;Other osteonecrosis"
"505" "C0001727" "Afferent Loop Syndrome" "A" "C0032763;C0348731;C0494809;C0869061" "Postgastrectomy Syndromes;Other specified diseases of stomach and duodenum;Postoperative intestinal obstruction;Other postprocedural disorders of digestive system, NEC in ICD10AM"
"506" "C0558193" "Stiff limbs" "G/P" "C0022408" "Arthropathy"
"507" "C0232870" "Exercise proteinuria" "G/P" "C0451774;C0495723" "Isolated proteinuria with specified morphological lesion;Isolated proteinuria"
"508" "C0856022" "Splenic marginal zone lymphoma recurrent" "G/P" "C0023434;C0153470" "Chronic Lymphocytic Leukemia;Malignant neoplasm of spleen"
"509" "C1332973" "Childhood Infratentorial Neoplasm" "G/P" "C0027651;C0153633;C0349015;C0349016;C0496936" "Neoplasms;Malignant neoplasm of brain;Neoplasm of uncertain or unknown behavior of brain, supratentorial;Neoplasm of uncertain or unknown behavior of brain, infratentorial;Neoplasm of uncertain or unknown behavior of brain, unspecified"
"510" "C0949139" "stress fracture of the metatarsals" "G/P" "C0020492;C0032453;C0221204;C0410447;C0451887;C0477677;C0477678;C0477689;C0477691;C0477703;C0495003" "Hyperostosis;Polychondritis, Relapsing;Lytic lesion;Skeletal fluorosis;Infection of intervertebral disc - pyogenic;Other disorders of continuity of bone;Other specified disorders of bone density and structure;Other disorders of bone development and growth;Other specified disorders of bone;Other specified disorders of cartilage;Disorder of continuity of bone"
"511" "C0410550" "Collapse of vertebra" "G/P" "C0037933;C0451871;C0451882;C0451883;C0451885;C0477673;C0478267;C0494997;C0495002" "Spinal Diseases;Postoophorectomy osteoporosis with pathological fracture;Post-surgical malabsorption osteoporosis with pathological fracture;Drug-induced osteoporosis with pathological fracture;Fracture of bone in neoplastic disease;Other osteoporosis with pathological fracture;Unspecified injury of abdomen, lower back and pelvis;Postmenopausal osteoporosis with pathological fracture;Pathological fracture, not elsewhere classified in ICD10CM"
"512" "C1699324" "Pharyngeal mucositis" "G/P" "C0008354;C0013371;C0079951;C0178238;C0348336;C0546822" "Cholera;Shigella Infections;Other diseases of pharynx;Intestinal infectious disease (disorder);Other and unspecified infectious diseases;Other noninfective gastroenteritis and colitis"
"513" "C0587051" "Lumbar mass" "G/P" "C0495679" "Localized swelling, mass and lump, trunk"
"514" "C0267582" "Stricture of rectum" "A" "C0156183" "Anorectal stricture"
"515" "C0079943" "Oral Fistula" "G/P" "C0348725;C0477529" "Other and unspecified lesions of oral mucosa;Other specified disorders of skin and subcutaneous tissue"
"516" "C0877467" "Inflammation of mouth" "A" "C0348724" "Other forms of stomatitis"
"517" "C0413566" "Dexamethasone adverse reaction" "G/P" "C0478506" "Unspecified adverse effect of drug or medicament"
"518" "C0339083" "Aponeurotic ptosis" "G/P" "C0005745" "Blepharoptosis"
"519" "C1709569" "Pleomorphic Hyalinizing Angiectatic Tumor of Soft Parts" "G/P" "C0496876" "Other benign neoplasm of connective and other soft tissue, unspecified"
"520" "C0236013" "Hyperosmolar state" "G/P" "C0042075" "Urologic Diseases"
"521" "C0221154" "Paroxysmal hypertension" "A" "C0020538;C0155616" "Hypertensive disease;Secondary hypertension"
"522" "C0545001" "Decreased elasticity" "O" "C0008311;C0149955;C0156273;C0265780;C0432378;C1609433" "Cholangitis;Annular pancreas;Bladder Diverticulum;Congenital absence of lung;Congenital malformations of other endocrine glands;Congenital absence of kidneys syndrome"
"523" "C0555220" "Stenosis large intestine" "G/P" "C0021831;C0348741" "Intestinal Diseases;Other and unspecified intestinal obstruction"
"524" "C0559395" "Luxatio erecta" "A" "C0037005" "Shoulder Dislocation"
"525" "C0405107" "Morbidly adherent placenta (disorder)" "G/P" "C0266746" "Malformation of placenta"
"526" "C0279793" "stage IV lip and oral cavity cancer" "G/P" "C0037272;C0153381" "Disease of Skin and Appendages;Malignant neoplasm of mouth"
"527" "C0151205" "Periorbital edema" "A" "C0013609" "Localized edema"
"528" "C3714976" "ACTIVATED PI3K-DELTA SYNDROME" "A" "C0021051" "Immunologic Deficiency Syndromes"
"529" "C0155843" "Retropharyngeal Abscess" "A" "C0494658" "Retropharyngeal and parapharyngeal abscess"
"530" "C0344091" "Infection by algae" "G/P" "C0348336" "Other and unspecified infectious diseases"
"531" "C0399445" "Periodontal and endodontic lesion" "G/P" "C0031090" "Periodontal Diseases"
"532" "C0266313" "Allanson Pantzar McLeod syndrome" "A" "C0266295" "Congenital hypoplasia of kidney"
"533" "C0281767" "abdominal perforation" "G/P" "C3263723" "Traumatic injury"
"534" "C0920645" "renal hypoxia" "G/P" "C0268701;C0348668;C0728936;C1609433" "Disorder of kidney and ureter, unspecified;Other and unspecified disorders of the circulatory system;Disorder of circulatory system;Congenital absence of kidneys syndrome"
"535" "C0840900" "Carpal tunnel syndrome in pregnancy" "G/P" "C0477817" "Other specified pregnancy-related conditions"
"536" "C1263829" "Postpartum venous thrombosis" "A" "C0157535;C0495289" "Venous complication in the puerperium;Superficial thrombophlebitis in the puerperium"
"537" "C0028838" "Ocular Headache" "G/P" "C0018681" "Headache"
"538" "C3838784" "Bilateral cerebral palsy" "A" "C0023882" "Little's Disease"
"539" "C0266304" "Double kidney (disorder)" "A" "C0158698;C0478058" "Congenital malformation of the urinary system;Other specified congenital malformations of kidney"
"540" "C0570707" "Paclitaxel allergy" "G/P" "C0478506" "Unspecified adverse effect of drug or medicament"
"541" "C1306310" "Primary malignant neoplasm of thyroid gland" "A" "C0007115" "Malignant neoplasm of thyroid"
"542" "C0206715" "Neoplasms, Neuroepithelial" "G/P" "C0496940" "Neoplasm of uncertain or unknown behavior of central nervous system"
"543" "C0221707" "Breast hemorrhage" "G/P" "C0019065;C0156320;C0348668;C0869085" "Hemoperitoneum;Other breast disorders;Other and unspecified disorders of the circulatory system;Hemorrhage, not elsewhere classified in ICD10CM"
"544" "C0034345" "Pyruvate Dehydrogenase Complex Deficiency Disease" "A" "C0348946" "Disorders of pyruvate metabolism and gluconeogenesis"
"545" "C0271152" "Malignant glaucoma" "G/P" "C0017601;C0494534" "Glaucoma;Glaucoma secondary to other eye disorders"
"546" "C1333387" "Endocrine Syndrome" "G/P" "C0014130" "Endocrine System Diseases"
"547" "C0265993" "Congenital hypotrichia" "G/P" "C0478088;C0494857;C3536895" "Other congenital malformations of hair;Nonscarring hair loss;Congenital anomaly of integument (disorder)"
"548" "C0343073" "Wooly hair" "A" "C0495628" "Congenital morphological disturbances of hair, not elsewhere classified"
"549" "C0413552" "Rabies vaccine adverse reaction" "G/P" "C0481221" "Adverse effects in the therapeutic use of vaccine or biological substance, unspecified"
"550" "C1335172" "Ovarian Neuroendocrine Neoplasm" "G/P" "C0027765;C0496920;C1140680" "nervous system disorder;Neoplasm of uncertain or unknown behavior of ovary;Malignant neoplasm of ovary"
"551" "C1862393" "ASD II" "O" "C0018817" "Atrial Septal Defects"
"552" "C0275212" "Centaurea solstitialis poisoning" "G/P" "C0006111;C0478468" "Brain Diseases;Toxic effect of other ingested (parts of) plant(s)"
"553" "C1690580" "Allergic reaction to food" "G/P" "C0020517;C0869098" "Hypersensitivity;Other adverse food reactions, not elsewhere classified in ICD10CM"
"554" "C1412002" "Atypical pneumonia" "A" "C0004626;C0339951" "Pneumonia, Bacterial;Pneumonia, organism unspecified"
"555" "C3495808" "Subchorionic hematoma" "A" "C0156635" "Other antepartum hemorrhage"
"556" "C3273088" "PDGFRA Gene Amplification" "O" "C0008311;C0149955;C0153633;C0156273;C0265740;C0265780;C0266011;C0432378;C1609433" "Cholangitis;Annular pancreas;Malignant neoplasm of brain;Bladder Diverticulum;Arrhinia;Congenital absence of lung;Accessory nipple;Congenital malformations of other endocrine glands;Congenital absence of kidneys syndrome"
"557" "C0559427" "Posterior Malleolus Fractures" "G/P" "C0262488" "Fracture of distal end of tibia"
"558" "C0274035" "Burn of upper limb" "A" "C0496036" "Burn of unspecified degree of shoulder and upper limb, except wrist and hand"
"559" "C0685630" "Intercostal rib" "A" "C0478075" "Other congenital malformations of ribs"
"560" "C1112258" "Phobia of driving" "G/P" "C0236801" "Phobia, Specific"
"561" "C0155088" "Interstitial keratitis" "A" "C0155087" "Interstitial and deep keratitis"
"562" "C0948779" "Gastrointestinal hypomotility" "G/P" "C0012242;C0152945" "Digestive System Disorders;Gastrointestinal anthrax"
"563" "C0554117" "Gallstone acute pancreatitis" "A" "C0001339" "Acute pancreatitis"
"564" "C1842180" "CAPILLARY MALFORMATION-ARTERIOVENOUS MALFORMATION (disorder)" "G/P" "C0008626;C0178298;C0340797;C0474891" "Congenital chromosomal disease;Skin and subcutaneous tissue disorders;Vascular malformation peripheral;Congenital non-neoplastic nevus"
"565" "C0521613" "Hemorrhage of pancreas" "G/P" "C0017181;C0030286" "Gastrointestinal Hemorrhage;Pancreatic Diseases"
"566" "C0520720" "Tarlov Cysts" "A" "C0154739" "Other nerve root and plexus disorders"
"567" "C0155761" "Hyperplasia of renal artery" "A" "C0348668" "Other and unspecified disorders of the circulatory system"
"568" "C0752208" "Pseudodystonia" "G/P" "C0393593" "Dystonia Disorders"
"569" "C1306122" "Oguchi disease" "A" "C0028077" "Night Blindness"
"570" "C3495438" "Macular Degeneration, Age-Related, 2" "G/P" "C0339436;C0339438" "Degeneration of macula and posterior pole;Other retinal disorders"
"571" "C0311210" "Onychia of finger" "A" "C0494820" "Cellulitis of finger and toe"
"572" "C0346328" "Meningioma of optic nerve sheath" "G/P" "C0154033;C0155287" "Benign neoplasm of cerebral meninges;Disorder of visual pathways"
"573" "C1504404" "Hippocampal sclerosis" "G/P" "C0027765" "nervous system disorder"
"574" "C0878705" "Plica syndrome" "G/P" "C0022408;C0343221;C0343226;C0477649;C0477657;C0477660;C0494980;C0494987" "Arthropathy;Abscess of bursa;Abscess of tendon sheath;Other specified disorders of synovium and tendon;Other infective bursitis;Other specified bursopathies;Other disorders of synovium and tendon;Other soft tissue disorders in diseases classified elsewhere"
"575" "C1402616" "skull; injury" "A" "C0018674" "Craniocerebral Trauma"
"576" "C0410656" "Isthmic spondylolisthesis" "G/P" "C0038016" "Spondylolisthesis"
"577" "C1334222" "Intermediate Risk Gastrointestinal Stromal Tumor" "G/P" "C0027651" "Neoplasms"
"578" "C0589368" "Postoperative myocardial infarction" "A" "C0869056" "Other postprocedural disorders of circulatory system, not elsewhere classified"
"579" "C0032024" "Pityriasis" "A" "C0221244" "Seborrheic dermatitis of scalp"
"580" "C0860167" "Air in intestines" "O" "C0495671" "Flatulence and related conditions"
"581" "C0273486" "Vagus Nerve Injuries" "A" "C0478205" "Injury to other cranial nerves"
"582" "C0393639" "Hashimoto's encephalitis" "A" "C0006111" "Brain Diseases"
"583" "C0854829" "T-cell lymphoma stage II" "G/P" "C0024305;C0868899" "Lymphoma, Non-Hodgkin;Retrovirus infections, not elsewhere classified in ICD10CM"
"584" "C0431502" "Delayed closure of patent arterial duct" "A" "C0013274;C0031190" "Patent ductus arteriosus;Persistent Fetal Circulation Syndrome"
"585" "C2985439" "De novo mutation" "O" "C0008925;C0338503" "Cleft Palate;Septo-Optic Dysplasia"
"586" "C0221759" "Brachial Plexus Neuritis" "A" "C1510479" "Neuralgic Amyotrophy"
"587" "C1834728" "Malignant genitourinary tract tumors" "G/P" "C0027651" "Neoplasms"
"588" "C0234437" "Postural syncope" "A" "C0039070" "Syncope"
"589" "C1321663" "Colonic constipation" "O" "C0009806;C0009806" "Constipation;Constipation"
"590" "C0276082" "Cold water disease" "G/P" "C0004623" "Bacterial Infections"
"591" "C0730330" "Chloroquine retinopathy" "G/P" "C0035309;C0409910;C0481118" "Retinal Diseases;Gout secondary to drug;Unspecified systemic anti-infectives and antiparasitics causing adverse effects in therapeutic use"
"592" "C0241057" "Burning sensation of skin" "A" "C0012766;C0478123" "Skin sensation disturbance;Other and unspecified disturbances of skin sensation"
"593" "C0268773" "Secondary oxalosis" "G/P" "C0025517;C0268701;C1609433" "Metabolic Diseases;Disorder of kidney and ureter, unspecified;Congenital absence of kidneys syndrome"
"594" "C0854830" "T-cell lymphoma stage III" "G/P" "C0024305;C0868899" "Lymphoma, Non-Hodgkin;Retrovirus infections, not elsewhere classified in ICD10CM"
"595" "C1861385" "SYMPHALANGISM, PROXIMAL" "A" "C0022408" "Arthropathy"
"596" "C0574042" "Ganglion of hand" "A" "C1258666" "Myxoid cyst"
"597" "C0549201" "Asteatotic eczema" "A" "C0033774;C0263465;C0477483" "Pruritus;Asteatosis cutis;Other pruritus"
"598" "C0265661" "Congenital pseudarthrosis of tibia" "A" "C0478071" "Other congenital malformations of lower limb(s), including pelvic girdle"
"599" "C0558400" "Cerebral trauma" "G/P" "C0006111;C0347535" "Brain Diseases;Intracranial injury"
"600" "C1960543" "Bickerstaff's brainstem encephalitis" "G/P" "C0006111;C0014058" "Brain Diseases;Encephalitis, myelitis and encephalomyelitis"
"601" "C1285431" "Sequelae of inflammatory diseases" "G/C" "C0478147" "General symptoms and signs (R50-R69)"
"602" "C1299005" "Post-traumatic syrinx" "G/P" "C0037928" "Spinal Cord Diseases"
"603" "C0745492" "Septic joint" "G/P" "C0003869" "Arthritis, Infectious"
"604" "C2919277" "Aspergillus bronchitis" "A" "C0004030;C0006277" "Aspergillosis;Bronchitis"
"605" "C0342916" "Nutritional stunting" "G/P" "C0162429;C0494319" "Malnutrition;Short stature, not elsewhere classified"
"606" "C0149642" "Cervical lymphadenitis" "G/P" "C0494627" "Nonspecific lymphadenitis, unspecified"
"607" "C0597458" "skeletal neoplasm" "G/P" "C0005940;C0022408" "Bone Diseases;Arthropathy"
"608" "C0278115" "Paraplegia, Spinal" "G/P" "C0030486" "Paraplegia"
"609" "C1696469" "Medial Tibial Stress Syndrome" "G/P" "C0026848;C0496019" "Myopathy;Unspecified injury of lower limb, level unspecified"
"610" "C0233800" "Confabulation" "G/P" "C0002624;C0233795;C0478135" "Retrograde amnesia;Amnesia, Anterograde;Other amnesia"
"611" "C0399498" "Oral lichenoid reaction" "G/P" "C0263978;C0348725" "Disorder of soft tissue;Other and unspecified lesions of oral mucosa"
"612" "C1299641" "Extravasation injury" "A" "C0478393" "Other injuries of unspecified body region"
"613" "C1334703" "Metachronous Malignant Neoplasm" "G/P" "C0006826" "Malignant Neoplasms"
"614" "C0342219" "Glucagon deficiency" "A" "C0154192" "Other specified disorders of pancreatic internal secretion"
"615" "C1856492" "Gaucher Disease, Type IIIb" "G/P" "C0023794;C0348489" "Lipoidosis;Other sphingolipidosis"
"616" "C1336110" "Stage IA2 Cervical Cancer" "G/P" "C0007847" "Malignant tumor of cervix"
"617" "C0679453" "personality problem" "G/P" "C0004936;C0556006" "Mental disorders;Mental, behavioral disorders"
"618" "C0400978" "Secondary sclerosing cholangitis" "A" "C0008311" "Cholangitis"
"619" "C0852689" "Congenital rubella infection" "O" "C0035920;C0035921;C0495311" "Rubella;Congenital Rubella Syndrome;Unspecified maternal infectious or parasitic disease complicating pregnancy, childbirth and the puerperium"
"620" "C0699724" "sleep epilepsy" "O" "C0751362" "Narcolepsy-Cataplexy Syndrome"
"621" "C0269291" "Pregnancy, Heterotopic" "G/P" "C0032987;C0032989" "Ectopic Pregnancy;Multiple Pregnancy"
"622" "C0271516" "Degeneration of acoustic nerve" "A" "C0001163" "Vestibulocochlear Nerve Diseases"
"623" "C1621353" "Serous macular detachment" "A" "C0154822" "Serous retinal detachment"
"624" "C0454600" "Extrapyramidal dysarthria" "G/P" "C0495694" "Dysarthria and anarthria"
"625" "C0025239" "Melorheostosis" "G/P" "C0020492;C0029454;C0032453;C0221204;C0410447;C0451887;C0477677;C0477678;C0477689;C0477691;C0477703;C0495003" "Hyperostosis;Albers-Schonberg disease;Polychondritis, Relapsing;Lytic lesion;Skeletal fluorosis;Infection of intervertebral disc - pyogenic;Other disorders of continuity of bone;Other specified disorders of bone density and structure;Other disorders of bone development and growth;Other specified disorders of bone;Other specified disorders of cartilage;Disorder of continuity of bone"
"626" "C0029464" "Osteosclerosis" "A" "C0029454" "Albers-Schonberg disease"
"627" "C0024709" "Mange" "G/P" "C0029482;C0153324;C0851341" "Other acariasis;Other specified infestations;Infestation"
"628" "C0740396" "Chest burning" "A" "C0008031" "Chest Pain"
"629" "C0574904" "Suprascapular nerve lesion" "G/P" "C0494487;C0494989" "Mononeuropathy of upper limb, unspecified;Shoulder lesion, unspecified"
"630" "C0410653" "Atlantoaxial instability" "G/P" "C0410648" "Spinal instability"
"631" "C0333101" "Microaneurysm" "A" "C0002940" "Aneurysm"
"632" "C1333620" "Flat Ductal Epithelial Atypia of the Breast" "G/P" "C0006142;C0027651;C0496956" "Malignant neoplasm of breast;Neoplasms;Neoplasm of uncertain or unknown behavior of breast"
"633" "C0030508" "Parasomnia" "A" "C0236993" "Other sleep disorders"
"634" "C1397674" "Persistent foramen ovale" "O" "C0003886;C0008370" "Arthrogryposis;Cholestasis"
"635" "C0269107" "Endometriosis of cervix" "A" "C0341858" "Endometriosis of uterus"
"636" "C0406482" "Nodulocystic acne" "A" "C0001144" "Acne Vulgaris"
"637" "C0393590" "Fahr's syndrome (disorder)" "A" "C0477359;C0524851" "Other specified degenerative diseases of basal ganglia;Neurodegenerative Disorders"
"638" "C3697244" "Pulmonary hypertension in sarcoidosis" "G/P" "C0036205;C0152171" "Sarcoidosis, Pulmonary;Idiopathic pulmonary hypertension"
"639" "C1336078" "Papillary renal cell carcinoma, sporadic" "G/P" "C0494158" "Malignant neoplasm of kidney, except pelvis"
"640" "C0339358" "Infantile cataract" "A" "C0154970" "Infantile, juvenile and presenile cataracts"
"641" "C0334119" "Cholesterol polyp" "A" "C0152456" "Cholesterolosis of gallbladder"
"642" "C0268687" "Nutritional steatitis" "A" "C0030326" "Panniculitis"
"643" "C0278161" "Ataxia, Motor" "G/P" "C0004134" "Ataxia"
"644" "C0333549" "Hemorrhagic infarct" "G/P" "C0019065;C0348668;C0728936;C0869085" "Hemoperitoneum;Other and unspecified disorders of the circulatory system;Disorder of circulatory system;Hemorrhage, not elsewhere classified in ICD10CM"
"645" "C1276000" "Sensory exotropia" "A" "C0015310" "Exotropia"
"646" "C0345981" "Benign epithelial neoplasm of skin" "G/P" "C0027651;C0027962;C0496885" "Neoplasms;Melanocytic nevus;Other benign neoplasm of skin, unspecified"
"647" "C0275724" "Benign foot rot" "G/P" "C0004623;C0037272;C0406047" "Bacterial Infections;Disease of Skin and Appendages;Local infection skin/subcut tissue NOS"
"648" "C0206713" "Papilloma, Intraductal" "G/P" "C0086692" "Benign Neoplasm"
"649" "C1405308" "vaccine-associated paralytic poliomyelitis" "A" "C0032371" "Poliomyelitis"
"650" "C0347739" "Posterior dislocation of shoulder joint" "A" "C0037005" "Shoulder Dislocation"
"651" "C0086025" "Codependency" "A" "C0011548;C0478606" "Dependent Personality Disorder;Other specified problems related to psychosocial circumstances"
"652" "C0014536" "Epidural Neoplasms" "G/P" "C0496938" "Neoplasm of uncertain or unknown behavior of spinal cord"
"653" "C0814152" "Viral hepatitis, type G" "A" "C0348199" "Other specified acute viral hepatitis"
"654" "C0008732" "Chylous Ascites" "A" "C0003962" "Ascites"
"655" "C3671270" "Lymphocytic enteritis" "G/P" "C0021831" "Intestinal Diseases"
"656" "C0149841" "Benign recurrent intrahepatic cholestasis" "A" "C0348759" "Other specified diseases of biliary tract"
"657" "C1274283" "Abdominal varicosities" "G/P" "C0269274;C1281489" "Abnormal products of conception;Varicose veins of lower extremity without ulcer AND without inflammation"
"658" "C0393719" "Nocturnal epilepsy" "A" "C0477371" "Other epilepsy"
"659" "C0312422" "Blackout - symptom" "A" "C0039070" "Syncope"
"660" "C0005943" "Bone Diseases, Infectious" "G/P" "C0005940;C0348336" "Bone Diseases;Other and unspecified infectious diseases"
"661" "C1274700" "Postmenopausal frontal fibrosing alopecia" "A" "C0023645;C0477507" "Lichen planus follicularis;Other cicatricial alopecia"
"662" "C0152165" "Persistent vomiting" "A" "C0156086" "Other diseases of stomach and duodenum"
"663" "C0347575" "Injury of nail" "G/P" "C0027339;C3263723" "Nail Diseases;Traumatic injury"
"664" "C1332079" "alk-positive anaplastic large cell lymphoma" "G/P" "C0079774" "Peripheral T-Cell Lymphoma"
"665" "C3272791" "Colon Sessile Serrated Adenoma/Polyp" "G/P" "C0004991" "Benign neoplasm of colon"
"666" "C0333367" "Acute mucous inflammation" "G/P" "C0008354;C0013371;C0178238;C0348336;C0546822" "Cholera;Shigella Infections;Intestinal infectious disease (disorder);Other and unspecified infectious diseases;Other noninfective gastroenteritis and colitis"
"667" "C1446348" "Postoperative stricture" "G/P" "C0496137" "Unspecified complication of procedure"
"668" "C0234250" "Pain, Referred" "A" "C0030193" "Pain"
"669" "C2895227" "adolescent idiopathic scoliosis thoracic region" "G/P" "C0036439" "Scoliosis, unspecified"
"670" "C1997954" "Arthropathy of lumbar facet joint" "G/P" "C3241938" "Dorsopathy"
"671" "C0851121" "digestive problem" "A" "C0012242;C0178285" "Digestive System Disorders;Disease digestive system other"
"672" "C1377916" "Benign vascular neoplasm" "G/P" "C0027651;C0263978;C0348668;C0694450" "Neoplasms;Disorder of soft tissue;Other and unspecified disorders of the circulatory system;Neoplasm of uncertain or unknown behavior, unspecified"
"673" "C0854253" "Pulmonary radiation injury" "G/P" "C0034525" "Effects of radiation"
"674" "C0457978" "Foot callus" "A" "C0157726" "Corns and callus"
"675" "C0392051" "Suppurative lymphadenopathy" "A" "C0157705" "Acute lymphadenitis"
"676" "C1306835" "Periarthritis of shoulder" "A" "C0311223" "Frozen shoulder"
"677" "C0751137" "Craniofacial Pain" "A" "C0018681" "Headache"
"678" "C0598047" "neoplasm pain" "G/C" "C0027651;C0030193" "Neoplasms;Pain"
"679" "C1842247" "CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT, 1" "G/P" "C0155626" "Acute myocardial infarction"
"680" "C0264009" "Osteodystrophy" "G/P" "C0005940;C0025517;C0477531;C0477583" "Bone Diseases;Metabolic Diseases;Localized connective tissue disorder, unspecified;Systemic involvement of connective tissue, unspecified"
"681" "C0263922" "Bursitis of hip" "G/P" "C0005940;C0263946" "Bone Diseases;Disorder of bursa"
"682" "C1264609" "Infectious disease of brain" "G/P" "C0006111;C0348336" "Brain Diseases;Other and unspecified infectious diseases"
"683" "C0413119" "Wasp sting" "G/P" "C0274869;C0496111;C0496113" "Toxic effect of heavy metal;Toxic effect of contact with unspecified venomous animal;Toxic effect of unspecified substance"
"684" "C2986703" "Overgrowth Syndrome" "G/P" "C0478147" "General symptoms and signs (R50-R69)"
"685" "C0406515" "Pigmented purpuric eruption" "A" "C0477527;C0549567" "Other vasculitis limited to skin;Pigmentation Disorders"
"686" "C1827700" "Luxation of lens" "A" "C0023309" "Lens dislocation"
"687" "C0007869" "Cervix Erosion" "A" "C0014719" "Erosion and ectropion of the cervix"
"688" "C0040938" "Trichophytosis" "G/P" "C0026946;C2350621;C2980104" "Mycoses;Eumycetoma;Superficial mycosis"
"689" "C0029227" "Delirium, Dementia, Amnestic, Cognitive Disorders" "A" "C0349091" "Unspecified mental disorder due to brain damage and dysfunction and to physical disease"
"690" "C0042929" "Polyp of vocal cord" "A" "C0155851" "Polyp of vocal cord or larynx"
"691" "C0006262" "Bronchial Fistula" "G/P" "C0035204;C0039980;C0477529" "Respiration Disorders;Thoracic Injuries;Other specified disorders of skin and subcutaneous tissue"
