"CUI_inp" "CUI_inp_name" "Map_type" "CUI_out" "CUI_out_name"
"449" "C1412000" "Mesenteric vascular insufficiency" "G/P" "C0031142;C0038449;C0085096;C0155764;C0263978;C0348740;C0400883;C0494951" "Peritoneal Diseases;Stricture of artery;Peripheral Vascular Diseases;Unspecified disorders of arteries and arterioles;Disorder of soft tissue;Other vascular disorders of intestine;Vascular disorder of intestine;Other specified systemic involvement of connective tissue"
"450" "C0403632" "Non-infective cystitis" "A" "C0010692" "Cystitis"
"451" "C0001819" "Agoraphobia without history of panic disorder" "A" "C0001818" "Agoraphobia"
"452" "C0576704" "Barber's chair sign positive" "G/P" "C0027765" "nervous system disorder"
"453" "C1396190" "EEG; paroxysms, occipital, epilepsy of childhood" "A" "C0014544;C0475521" "Epilepsy;Localization-related(focal)(partial)idiopathic epilepsy and epileptic syndromes with seizures of localized onset"
"454" "C3536631" "Acute labyrinthitis" "G/P" "C0022893" "Labyrinthitis"
"455" "C1285328" "Infectious sequelae of disorders" "G/P" "C0348336" "Other and unspecified infectious diseases"
"456" "C0273530" "Injury of digital nerve" "G/P" "C0451653;C0495910" "Injury of digital nerve of thumb;Injury of digital nerve of other finger"
"457" "C1282221" "Blunt injury of eye" "A" "C0478210" "Injury of eye and orbit, part unspecified"
"458" "C1260446" "Other injury of abdomen" "G/P" "C0039980;C0478248;C0478266;C0478267;C0496002;C0496003" "Thoracic Injuries;Other specified injuries of thorax;Other specified injuries of abdomen, lower back and pelvis;Unspecified injury of abdomen, lower back and pelvis;Other specified injuries of trunk, level unspecified;Unspecified injury of trunk, level unspecified"
"459" "C0741202" "Acute appendicitis with perforation" "O" "C0156092" "Acute appendicitis with generalized peritonitis"
"460" "C0560631" "Upper back injury" "A" "C0039980" "Thoracic Injuries"
"461" "C1719667" "Unspecified adverse effect of anesthesia" "G/P" "C0869220" "Adverse effects, not elsewhere classified"
"462" "C0434513" "Dislocation of sacroiliac joint" "G/P" "C0022408;C0478255;C0478267;C0869064" "Arthropathy;Dislocation of other and unspecified parts of lumbar spine and pelvis;Unspecified injury of abdomen, lower back and pelvis;Sacrococcygeal disorders, not elsewhere classified in ICD10CM"
"463" "C0027872" "Neuromyelitis" "G/P" "C0014058;C0152025;C0494994" "Encephalitis, myelitis and encephalomyelitis;Polyneuropathy;Neuralgia and neuritis, unspecified"
"464" "C0032109" "Plasma cell mastitis" "A" "C0152442" "Mammary duct ectasia"
"465" "C0273452" "Injury of innominate vein" "A" "C0495834" "Injury of innominate or subclavian vein"
"466" "C0558384" "Arthritis/arthrosis" "G/P" "C0022408" "Arthropathy"
"467" "C0729584" "Infective meningitis" "A" "C0025289;C0085437" "Meningitis;Meningitis, Bacterial"
"468" "C2909141" "preterm labor with preterm delivery" "G/P" "C0080276;C0269815" "Disorder of the genitourinary system;Complication of labor and delivery, unspecified"
"469" "C0497333" "Psychosis nos/other" "G/S" "C0004936" "Mental disorders"
"470" "C0339799" "Chronic hypertrophic rhinitis" "A" "C0008711" "Chronic rhinitis"
"471" "C0339166" "Gonococcal conjunctivitis" "G/P" "C0009768;C0153210" "Bacterial conjunctivitis;Gonococcal infection of eye"
"472" "C1265969" "Impaired mineralization" "O" "C0006705;C0006705;C0006705;C0006705;C0029770;C0155926;C0155926;C0155926;C0155926;C0348725;C0348725;C0348725;C0348725;C3495540;C3495540;C3495540" "Calcium Metabolism Disorders;Calcium Metabolism Disorders;Calcium Metabolism Disorders;Calcium Metabolism Disorders;Other specified diseases of hard tissues of teeth;Disorder of hard tissues of teeth;Disorder of hard tissues of teeth;Disorder of hard tissues of teeth;Disorder of hard tissues of teeth;Other and unspecified lesions of oral mucosa;Other and unspecified lesions of oral mucosa;Other and unspecified lesions of oral mucosa;Other and unspecified lesions of oral mucosa;Disturbance of tooth formation;Disturbance of tooth formation;Disturbance of tooth formation"
"473" "C1302795" "Superficial injury of skin" "A" "C0478385" "Superficial injury of unspecified body region"
"474" "C2235773" "tissue injury of lip (physical finding)" "A" "C0018674" "Craniocerebral Trauma"
"475" "C0349540" "Astrocytoma of spinal cord" "A" "C0153646" "Malignant neoplasm of spinal cord"
"476" "C1313863" "Late effect of injury" "A" "C0478519;C0496161;C0496165;C0496170;C3263723" "Sequelae of injuries of lower limb;Sequelae of injuries of head;Sequelae of injuries of neck and trunk;Sequelae of injuries of upper limb;Traumatic injury"
"477" "C0271137" "Angle recession" "A" "C0348537" "Other adhesions and disruptions of iris and ciliary body"
"478" "C0684815" "Benign neoplasm of neck" "A" "C0154055" "Benign neoplasm of other specified sites"
"479" "C0028796" "Dermatitis, Occupational" "A" "C0011616;C0162820" "Contact Dermatitis;Dermatitis, Allergic Contact"
"480" "C0410174" "Fukuyama Type Congenital Muscular Dystrophy" "G/P" "C0026850;C0154725;C0270960;C0494503" "Muscular Dystrophy;Other disorders of nervous system;Congenital myopathy (disorder);Primary disorder of muscle, unspecified"
"481" "C0267063" "Spasm of the cricopharyngeus muscle" "A" "C0079951" "Other diseases of pharynx"
"482" "C0232972" "Postartificial menopausal syndrome" "G/P" "C0000809;C0495119;C0495122" "Abortion, Habitual;Unspecified condition associated with female genital organs and menstrual cycle;Menopausal and perimenopausal disorder, unspecified"
"483" "C0342358" "Drug-induced hyperprolactinemia" "G/P" "C0020514" "Hyperprolactinemia"
"484" "C1400398" "obstructive; ileus" "A" "C0178285;C0348741" "Disease digestive system other;Other and unspecified intestinal obstruction"
"485" "C0017570" "Gingival Neoplasms" "G/P" "C0027630;C0153381;C0263978;C0349369;C0495680" "Neoplasm of uncertain or unknown behavior of bone and articular cartilage;Malignant neoplasm of mouth;Disorder of soft tissue;Disorder of gingiva and edentulous alveolar ridge, unspecified;Localized swelling, mass and lump, unspecified"
"486" "C0178416" "Hypoplastic anemia" "A" "C0002874" "Aplastic Anemia"
"487" "C0346640" "Carcinoma common bile duct" "G/P" "C0153453" "Malignant tumor of extrahepatic bile duct"
"488" "C2860917" "transverse fracture of patella" "G/P" "C0159849" "Fracture of patella"
"489" "C1843273" "Tubulointerstitial nephritis and uveitis" "A" "C0027707" "Nephritis, Interstitial"
"490" "C0029077" "Ophthalmia, Sympathetic" "A" "C0029610" "Other endophthalmitis"
"491" "C0856526" "Fredrickson Type I lipidemia" "G/P" "C0020473" "Hyperlipidemia"
"492" "C0342988" "Pilonidal sinus with abscess" "A" "C3537055" "Pilonidal cyst with abscess"
"493" "C0272078" "Hemoglobin SS disease without crisis" "A" "C0002895;C0494228" "Anemia, Sickle Cell;Sickle-cell anemia without crisis"
"494" "C0240564" "Pain of nose" "A" "C0348690" "Other specified disorders of nose and nasal sinuses"
"495" "C0339055" "Injury of globe of eye" "A" "C0478210" "Injury of eye and orbit, part unspecified"
"496" "C0030332" "Panophthalmitis" "A" "C0259800" "Purulent endophthalmitis"
"497" "C0339153" "Penetrating wound of orbit" "G/P" "C0478210;C0478386;C0478393" "Injury of eye and orbit, part unspecified;Open wound of unspecified body region;Other injuries of unspecified body region"
"498" "C0042904" "Vitreous abscess" "A" "C0259800" "Purulent endophthalmitis"
"499" "C3543847" "Drug withdrawal syndrome in neonate of dependent mother" "A" "C0452200" "Neonatal withdrawal symptoms from maternal use of drugs of addiction"
"500" "C0271557" "Secondary hypopituitarism" "G/P" "C0020635" "Hypopituitarism"
"501" "C2881006" "Capsular glaucoma with pseudoexfoliation of lens" "G/P" "C0017601;C0339573" "Glaucoma;Glaucoma, Primary Open Angle"
"502" "C0266013" "Congenital hypoplasia of breast" "A" "C0478087" "Other congenital malformations of breast"
"503" "C2732289" "Injury of cruciate ligament of knee" "G/P" "C0495958" "Injury of lower leg"
"504" "C3697422" "Non-infectious systemic inflammatory response syndrome" "G/P" "C0036974" "Shock"
"505" "C0274456" "Accidental poisoning NOS" "G/P" "C0274869;C0496113" "Toxic effect of heavy metal;Toxic effect of unspecified substance"
"506" "C0795688" "Subarachnoid Hemorrhage, Intracranial" "G/P" "C0038525" "Subarachnoid Hemorrhage"
"507" "C0347213" "Benign neoplasm of middle ear" "A" "C0153951" "Benign neoplasm of middle ear, nasal cavity and accessory sinuses"
"508" "C0700623" "Familial hyperlipoproteinemia" "G/P" "C0348494" "Other hyperlipidemia"
"509" "C0003510" "Aortitis Syndrome" "A" "C0039263" "Takayasu Arteritis"
"510" "C1443851" "Hemorrhagic gastroenteritis" "A" "C0494762" "Noninfective gastroenteritis and colitis, unspecified"
"511" "C0036391" "Schwartz-Jampel Syndrome" "A" "C0021141;C0553604" "Inappropriate ADH Syndrome;Myotonic Disorders"
"512" "C0856548" "Laceration of head" "A" "C0273239" "Open wound of head"
"513" "C1455718" "Neurological ventriculitis" "A" "C0014058" "Encephalitis, myelitis and encephalomyelitis"
"514" "C2887682" "Acute appendicitis with localized peritonitis" "G/P" "C0156092" "Acute appendicitis with generalized peritonitis"
"515" "C0029942" "Overanxious disorder" "A" "C0349339" "Other childhood emotional disorders"
"516" "C0261660" "Lack of water" "O" "C0013680" "Effects of thirst"
"517" "C1579041" "Perinatal hemorrhage" "A" "C0270183" "Hemorrhage of newborn"
"518" "C0334523" "Dermoid cyst with secondary tumor" "G/P" "C0086692" "Benign Neoplasm"
"519" "C0155245" "Stenosis of lacrimal canaliculi" "A" "C0155242" "Stenosis and insufficiency of lacrimal passages"
"520" "C0410523" "Osteochondritis dissecans of the talus" "A" "C0029421" "Osteochondritis Dissecans"
"521" "C0333149" "Cyst of bursa" "G/P" "C0158683;C0263946;C0495680" "Polycystic liver disease;Disorder of bursa;Localized swelling, mass and lump, unspecified"
"522" "C1290651" "Residual cyst" "A" "C0034543" "Radicular Cyst"
"523" "C0311213" "Dermatitis verrucosa" "G/P" "C0011603" "Dermatitis"
"524" "C0343723" "Neonatal chlamydial conjunctivitis" "A" "C0027611" "Neonatal dacryocystitis and conjunctivitis (disorder)"
"525" "C1290157" "Disorder of maxilla" "G/P" "C0005940;C0022362" "Bone Diseases;Jaw Diseases"
"526" "C0154669" "Senile degeneration of brain" "A" "C0494465;C0524851" "Senile degeneration of brain, not elsewhere classified;Neurodegenerative Disorders"
"527" "C1332614" "Angiosarcoma of the breast" "G/P" "C0006142;C0154125;C0348362;C0477531;C0477583" "Malignant neoplasm of breast;Neoplasm of uncertain behavior of soft tissues;Malignant neoplasm of connective and soft tissue, unspecified;Localized connective tissue disorder, unspecified;Systemic involvement of connective tissue, unspecified"
"528" "C0334664" "Mast Cell Neoplasm" "A" "C0154127" "Neoplasm of uncertain behavior of histiocytic and mast cells"
"529" "C0022350" "Jaundice, Chronic Idiopathic" "A" "C0348497" "Other disorders of bilirubin metabolism"
"530" "C2713321" "alpha-L-Iduronidase Deficiency" "A" "C0023786" "Mucopolysaccharidosis I"
"531" "C1304009" "Disseminated cutaneous candidiasis" "G/P" "C0006840;C0006842;C0026946" "Candidiasis;Candidiasis of skin and nails;Mycoses"
"532" "C0749501" "Osteomyelitis of tibia" "G/P" "C0029443" "Osteomyelitis"
"533" "C1510437" "Chronic Actinic Dermatitis" "G/P" "C0452157" "Photocontact dermatitis [berloque dermatitis]"
"534" "C0263586" "Drug-induced photosensitivity" "G/P" "C0451939;C0477497" "Generalized skin eruption due to drugs and medicaments;Other specified acute skin changes due to ultraviolet radiation"
"535" "C0920505" "state of emotional shock" "A" "C0478142" "State of emotional shock and stress, unspecified"
"536" "C0418750" "Injury due to sling-shot" "G/P" "C0478477" "Other effects of air pressure and water pressure"
"537" "C0276883" "Zoonotic form of cutaneous leishmaniasis" "G/P" "C0023283" "Leishmaniasis, Cutaneous"
"538" "C0577708" "Escherichia coli urinary tract infection" "G/P" "C0042029;C0348320" "Urinary tract infection;E coli as cause of diseases classified to other chapters"
"539" "C0433362" "Second degree burn of lower limb" "A" "C0496045" "Burn of second degree of hip and lower limb, except ankle and foot"
"540" "C0562095" "Second degree burn of ankle" "A" "C0496052" "Burn of second degree of ankle and foot"
"541" "C0562099" "Second degree burn of foot" "A" "C0496052" "Burn of second degree of ankle and foot"
"542" "C0522123" "Renal angle pain" "A" "C0152169" "Renal Colic"
"543" "C0022364" "Jaw Neoplasms" "G/P" "C0022362;C0027630;C0478660" "Jaw Diseases;Neoplasm of uncertain or unknown behavior of bone and articular cartilage;Localized swelling, mass and lump, head"
"544" "C0022361" "Jaw Cysts" "A" "C0028309;C0029569" "Nonodontogenic Cysts;Other cysts of jaw"
"545" "C2678311" "Thrombocytopenia 3" "A" "C0040034" "Thrombocytopenia"
"546" "C0281848" "Fracture of greater tuberosity of humerus" "G/P" "C0435531" "Fracture of upper end of humerus"
"547" "C0341308" "Post-surgical malabsorption" "A" "C0494808" "Postsurgical malabsorption, not elsewhere classified"
"548" "C0029051" "Oophoritis" "A" "C0036133;C0242172" "Tubo-ovarian inflammatory disease;Pelvic Inflammatory Disease"
"549" "C0269041" "Chronic salpingitis" "A" "C0156328" "Chronic salpingo-oophoritis"
"550" "C0086666" "Myocardial Preinfarction Syndrome" "A" "C0002962;C0002965" "Angina Pectoris;Angina, Unstable"
"551" "C0239740" "Ulcerative gingivitis" "G/P" "C0008684;C0348724" "Chronic gingivitis;Other forms of stomatitis"
"552" "C0917813" "Spina Bifida, Open" "A" "C0080178" "Spina Bifida"
"553" "C0158534" "Spina bifida without mention of hydrocephalus, site unspecified" "A" "C0080178;C0497552" "Spina Bifida;Congenital neurologic anomalies"
"554" "C0403399" "Finnish congenital nephrotic syndrome" "G/P" "C0027726;C0042075;C0268701" "Nephrotic Syndrome;Urologic Diseases;Disorder of kidney and ureter, unspecified"
"555" "C0267841" "Acalculous Cholecystitis" "A" "C0008325" "Cholecystitis"
"556" "C0153642" "Malignant neoplasm of other parts of brain" "A" "C0496837" "Malignant neoplasm overlapping brain site"
"557" "C0344461" "Oligodendroblastoma" "G/P" "C0153633;C0349015;C0349016;C0496936" "Malignant neoplasm of brain;Neoplasm of uncertain or unknown behavior of brain, supratentorial;Neoplasm of uncertain or unknown behavior of brain, infratentorial;Neoplasm of uncertain or unknown behavior of brain, unspecified"
"558" "C0585952" "Esophageal varices in cirrhosis of the liver" "A" "C0014867" "Esophageal Varices"
"559" "C0333397" "Chronic suppurative inflammation" "G/P" "C0348336" "Other and unspecified infectious diseases"
"560" "C0333399" "Chronic empyema" "G/P" "C0730032" "Pleural empyema with no fistula"
"561" "C0569882" "Protamine adverse reaction" "G/P" "C0478506;C0481130;C0496160" "Unspecified adverse effect of drug or medicament;Anticoagulant antagonists, vitamin K and other coagulants causing adverse effects in therapeutic use;Other specified complications of surgical and medical care, not elsewhere classified"
"562" "C0571193" "Protamine allergy" "G/P" "C0478506" "Unspecified adverse effect of drug or medicament"
"563" "C0002631" "Infection of amniotic cavity" "G/P" "C0495311;C2919032" "Unspecified maternal infectious or parasitic disease complicating pregnancy, childbirth and the puerperium;Infection of amniotic sac and membranes"
"564" "C0032059" "Placentitis (disorder)" "A" "C2919032" "Infection of amniotic sac and membranes"
"565" "C0154845" "Serous detachment of retinal pigment epithelium" "A" "C0154844;C0339438" "Separation of retinal layers;Other retinal disorders"
"566" "C0342141" "Thyrotoxicosis on thyroxine therapy" "A" "C0348445" "Other thyrotoxicosis"
"567" "C0031159" "Periungual wart" "G/P" "C0043037;C0477502;C0494820" "Common wart;Other nail disorders;Cellulitis of finger and toe"
"568" "C0340004" "Benign asbestos pleural effusion" "G/P" "C0348710;C0494685" "Pleural condition, unspecified;Pleural effusion, not elsewhere classified"
"569" "C2350344" "Chronic Lung Injury" "G/P" "C0039980;C0265780;C0348712" "Thoracic Injuries;Congenital absence of lung;Other disorders of lung"
"570" "C2348820" "Triple-Negative Breast Carcinoma" "G/P" "C0006142" "Malignant neoplasm of breast"
"571" "C1332146" "Acute Adult T-Cell Leukemia/Lymphoma" "G/P" "C0023493" "Adult T-Cell Lymphoma/Leukemia"
"572" "C1333032" "Chronic Adult T-Cell Leukemia/Lymphoma" "G/P" "C0023493" "Adult T-Cell Lymphoma/Leukemia"
"573" "C1334466" "Lymphomatous Adult T-Cell Leukemia/Lymphoma" "G/P" "C0023493" "Adult T-Cell Lymphoma/Leukemia"
"574" "C1336015" "Smoldering Adult T-Cell Leukemia/Lymphoma" "G/P" "C0023493" "Adult T-Cell Lymphoma/Leukemia"
"575" "C1263844" "Indication for modification of patient physical status" "A" "C0004936" "Mental disorders"
"576" "C0865060" "Benign neoplasm of true vocal cords" "O" "C0153952" "Benign neoplasm of larynx"
"577" "C0235267" "Redness of eye" "A" "C0155384" "Other specified disorders of eye and adnexa"
"578" "C0458220" "Nervus intermedius neuralgia" "A" "C0029616" "Other disorders of facial nerve"
"579" "C0585955" "Dysplasia of larynx" "A" "C0079950" "Other diseases of larynx"
"580" "C0436099" "Late effect of fracture of arm" "A" "C0452091;C0496171" "Sequelae of fracture at wrist and hand level;Sequelae of fracture of forearm and upper arm"
"581" "C1517125" "Fallopian Tube Serous Neoplasm" "G/P" "C0027651;C0153662;C0346521;C0496957" "Neoplasms;Malignant neoplasm of abdomen;Neoplasm of uncertain behavior of female genital organ;Neoplasm of uncertain or unknown behavior of other specified sites"
"582" "C0854868" "Non-Hodgkin's lymphoma transformed recurrent" "G/P" "C0024305" "Lymphoma, Non-Hodgkin"
"583" "C0268596" "Multiple Acyl Coenzyme A Dehydrogenase Deficiency" "G/P" "C0002514;C0268634;C0494362" "Amino Acid Metabolism, Inborn Errors;Disorder of fatty acid metabolism;Other specified metabolic disorders"
"584" "C2752027" "Glycogen Storage Disease XIII" "A" "C0017919" "Glycogen Storage Disease"
"585" "C2752015" "Glycogen Storage Disease XIV" "A" "C0017919" "Glycogen Storage Disease"
"586" "C0268149" "Glycogen storage disease type X" "A" "C0017919;C0026848" "Glycogen Storage Disease;Myopathy"
"587" "C0268147" "Glycogen storage disease, type IX" "A" "C0017919" "Glycogen Storage Disease"
"588" "C0342769" "Lactate Dehydrogenase Deficiency" "A" "C0348946" "Disorders of pyruvate metabolism and gluconeogenesis"
"589" "C0267412" "Mesenteric Venous Thrombosis" "A" "C0494763" "Acute vascular disorders of intestine"
"590" "C1277295" "Cough with fever" "G/P" "C0010200;C0015967" "Coughing;Fever"
"591" "C0541938" "Epigastric burning" "A" "C0013395" "Dyspepsia"
"592" "C0037072" "Sigmoid Diseases" "G/P" "C0021831" "Intestinal Diseases"
"593" "C0280299" "Squamous cell carcinoma of buccal mucosa" "A" "C0153373" "Malignant neoplasm of cheek mucosa"
"594" "C1833104" "DIABETES MELLITUS, PERMANENT NEONATAL" "A" "C0011849;C0158981;C0494293" "Diabetes Mellitus;Neonatal diabetes mellitus;Other specified diabetes mellitus without complications"
"595" "C0278148" "Throbbing pain" "A" "C0030193" "Pain"
"596" "C0581362" "Anorectal pain" "A" "C0348742" "Other specified diseases of anus and rectum"
"597" "C1536651" "Arterial leg ulcer" "O" "C0155760;C0155763;C0494888" "Rupture of artery;Other specified disorders of arteries and arterioles;Ulcer of lower limb, not elsewhere classified"
"598" "C0234366" "Ataxic" "A" "C0004134" "Ataxia"
"599" "C0342124" "Hyperthyroidism with Hashimoto disease" "A" "C0920350" "Autoimmune thyroiditis"
"600" "C0241518" "Retraction of tympanic membrane" "G/C" "C0041825;C0477444" "Disorder of tympanic membrane;Other chronic nonsuppurative otitis media"
"601" "C0038476" "Supernumerary structure" "G/P" "C0000768" "Congenital Abnormality"
"602" "C1336808" "Transplant-Related Carcinoma" "G/P" "C0006826" "Malignant Neoplasms"
"603" "C1299564" "Posthemorrhagic hydrocephalus" "A" "C0009451" "Communicating Hydrocephalus"
"604" "C1269749" "Rhytidosis facialis" "A" "C0477529" "Other specified disorders of skin and subcutaneous tissue"
"605" "C0851256" "Pseudocoarctation" "O" "C0478000" "Other congenital malformations of aorta"
"606" "C0854765" "Stage I Esophageal Adenocarcinoma" "G/P" "C0546837" "Malignant neoplasm of esophagus"
"607" "C0854763" "Stage II Esophageal Adenocarcinoma" "G/P" "C0546837" "Malignant neoplasm of esophagus"
"608" "C0854766" "Stage III Esophageal Adenocarcinoma" "G/P" "C0546837" "Malignant neoplasm of esophagus"
"609" "C0275808" "Streptococcal arthritis" "G/P" "C0003869;C0038395" "Arthritis, Infectious;Streptococcal Infections"
"610" "C1834293" "Duodenal carcinoid" "G/P" "C0027651" "Neoplasms"
"611" "C0085679" "Hyperchloremia" "A" "C0869048" "Other disorders of electrolyte and fluid balance, not elsewhere classified"
"612" "C0750895" "Developmental Agraphia" "G/P" "C0478145" "Other and unspecified symbolic dysfunctions"
"613" "C3161116" "Other complications of other bariatric procedure" "G/P" "C0178281" "Esophageal, stomach and duodenal diseases"
"614" "C1562817" "Twin reversal arterial perfusion syndrome" "A" "C0348911" "Placental transfusion syndromes"
"615" "C1142168" "Neonatal aspiration" "G/P" "C0349468;C0701161" "Neonatal aspiration syndromes;Respiratory condition of newborn, unspecified"
"616" "C0153397" "Malignant neoplasm of other specified sites of nasopharynx" "A" "C0349038" "Overlapping malignant neoplasm of nasopharynx"
"617" "C3714524" "Fibromyxosarcoma" "G/P" "C0007114;C0086692;C0154125;C0348362;C0477531;C0477583;C0496955" "Malignant neoplasm of skin;Benign Neoplasm;Neoplasm of uncertain behavior of soft tissues;Malignant neoplasm of connective and soft tissue, unspecified;Localized connective tissue disorder, unspecified;Systemic involvement of connective tissue, unspecified;Neoplasm of uncertain or unknown behavior of skin"
"618" "C3665628" "Hypomineralization of enamel of tooth" "G/P" "C0006705;C0155926;C0348725" "Calcium Metabolism Disorders;Disorder of hard tissues of teeth;Other and unspecified lesions of oral mucosa"
"619" "C0031351" "Pharyngo-Conjunctival Fever" "A" "C0009774;C0542430;C0600124" "Viral Conjunctivitis;Viral pharyngoconjunctivitis;Conjunctivitis due to adenovirus"
"620" "C1333150" "Connective and Soft Tissue Disorder" "G/C" "C0263660;C0478147" "Musculoskeletal and connective tissue disorders;General symptoms and signs (R50-R69)"
"621" "C1956414" "Cardiac asthma" "A" "C0023212" "Left-Sided Heart Failure"
"622" "C0266941" "Derangement of temporomandibular joint" "A" "C0039494" "Temporomandibular Joint Disorders"
"623" "C1336975" "Vulvar adenocarcinoma" "G/P" "C0375071" "Malignant neoplasm of vulva"
"624" "C1336339" "Stage IVA Hepatocellular Carcinoma" "G/P" "C2239176" "Liver carcinoma"
"625" "C1336369" "Stage IVB Hepatocellular Carcinoma" "G/P" "C2239176" "Liver carcinoma"
"626" "C0026633" "Mouth Abnormalities" "A" "C0152415;C0478026;C2004465" "Ankyloglossia;Other congenital malformations of mouth;Congenital malformation of upper alimentary tract"
"627" "C0243057" "Stomatognathic System Abnormalities" "G/P" "C0000768" "Congenital Abnormality"
"628" "C3272608" "Colorectal Large Cell Neuroendocrine Carcinoma" "G/P" "C0007102;C0153658;C0346627" "Malignant tumor of colon;Malignant neoplasm of endocrine gland;Intestinal Cancer"
"629" "C2987263" "Esophageal Large Cell Neuroendocrine Carcinoma" "G/P" "C0153658;C0546837" "Malignant neoplasm of endocrine gland;Malignant neoplasm of esophagus"
"630" "C2010353" "large cell neuroendocrine carcinoma of gallbladder" "G/P" "C0153452;C0153658" "Malignant neoplasm of gallbladder;Malignant neoplasm of endocrine gland"
"631" "C3272410" "Gastric Large Cell Neuroendocrine Carcinoma" "G/P" "C0024623;C0153658" "Malignant neoplasm of stomach;Malignant neoplasm of endocrine gland"
"632" "C2987239" "Pancreatic Large Cell Neuroendocrine Carcinoma" "G/P" "C0346647;C0496784" "Malignant neoplasm of pancreas;Malignant neoplasm of endocrine pancreas"
"633" "C3272532" "Small Intestinal Large Cell Neuroendocrine Carcinoma" "G/P" "C0153425;C0153658" "Malignant tumor of small intestine;Malignant neoplasm of endocrine gland"
"634" "C0856902" "Tocopherol deficiency" "A" "C0042875" "Vitamin E Deficiency"
"635" "C1708022" "FH Gene Mutation" "O" "C0007114;C0008311;C0042133;C0149955;C0156273;C0265740;C0265780;C0266011;C0432378;C0494158;C0496955;C1609433" "Malignant neoplasm of skin;Cholangitis;Uterine Fibroids;Annular pancreas;Bladder Diverticulum;Arrhinia;Congenital absence of lung;Accessory nipple;Congenital malformations of other endocrine glands;Malignant neoplasm of kidney, except pelvis;Neoplasm of uncertain or unknown behavior of skin;Congenital absence of kidneys syndrome"
"636" "C0339880" "Cyst of larynx" "A" "C0079950" "Other diseases of larynx"
"637" "C0242453" "Prostatism" "A" "C2937421" "Prostatic Hyperplasia"
"638" "C0268338" "Ehlers-Danlos Syndrome, Type IV" "A" "C0013720" "Ehlers-Danlos Syndrome"
"639" "C0751574" "Bilateral Vocal Cord Paresis" "G/P" "C0494657" "Paralysis of vocal cords or larynx"
"640" "C0238457" "Thrombosis of renal vein" "A" "C0155776" "Embolism and thrombosis of the renal vein"
"641" "C0393953" "Anterior Cerebral Circulation Infarction" "G/P" "C0007785" "Cerebral Infarction"
"642" "C0235831" "Renal Cell Dysplasia" "G/P" "C0042075" "Urologic Diseases"
"643" "C1264289" "Traumatic brain injury with prolonged loss of consciousness" "G/P" "C0452048" "Intracranial injury with prolonged coma"
"644" "C2698045" "Merkel Cell Polyomavirus Infection" "G/P" "C0042769" "Virus Diseases"
"645" "C0221021" "Microangiopathic hemolytic anemia" "A" "C0375155" "Other nonautoimmune hemolytic anemias"
"646" "C0524611" "Cryptogenic Chronic Hepatitis" "G/P" "C0019189" "Hepatitis, Chronic"
"647" "C2931320" "T cell immunodeficiency primary" "A" "C0021051" "Immunologic Deficiency Syndromes"
"648" "C0023801" "Lipomatosis" "A" "C0869206" "Lipomatosis, not elsewhere classified"
"649" "C3839587" "Primary osteoarthritis of ankle" "G/P" "C0022408" "Arthropathy"
"650" "C0751728" "Optic Nerve Sheath Neoplasm" "G/P" "C0263978;C0348375;C0494539;C0495680;C0496836;C0496936;C1533675" "Disorder of soft tissue;Malignant neoplasm of meninges;Disorders of optic nerve, not elsewhere classified;Localized swelling, mass and lump, unspecified;Malignant tumor of eye;Neoplasm of uncertain or unknown behavior of brain, unspecified;Disorders of optic nerve and visual pathways"
"651" "C0865080" "benign neoplasm of connective tissue of breast" "G/P" "C0346156" "Benign neoplasm of breast"
"652" "C2905930" "Assault by hot fluids" "G/P" "C0480653" "Assault by steam, hot vapors and hot objects"
"653" "C0221242" "Fixed drug eruption" "G/P" "C0451939" "Generalized skin eruption due to drugs and medicaments"
"654" "C0750937" "Ataxia, Appendicular" "G/P" "C0004134" "Ataxia"
"655" "C1955799" "post-osseointegration biological failure of dental implant" "G/P" "C0494711" "Other diseases of jaws"
"656" "C0476159" "Epiphyseal fracture" "G/P" "C0016655" "Multiple fractures"
"657" "C0700136" "Epiphysis disorders" "A" "C0005940" "Bone Diseases"
"658" "C0553818" "Specific work inhibition" "G/P" "C0001546" "Adjustment Disorders"
"659" "C1306632" "Primary malignant neoplasm of gastrointestinal tract" "A" "C0348342" "Malignant neoplasm ill-defined sites within digestive wall system"
"660" "C0266059" "Posterior crossbite" "G/P" "C0024636;C0152415;C0266015;C0478026;C0478073;C2004465" "Malocclusion;Ankyloglossia;Congenital digestive system anomalies;Other congenital malformations of mouth;Other specified congenital malformations of skull and face bones;Congenital malformation of upper alimentary tract"
"661" "C0406212" "Photochemotherapy reaction" "G/P" "C0477497" "Other specified acute skin changes due to ultraviolet radiation"
"662" "C0002983" "Angioid streaks of choroid" "A" "C0344297" "Choroidal sclerosis"
"663" "C0001889" "Akinetic Mutism" "G/P" "C0003635;C0079950;C0155732" "Apraxias;Other diseases of larynx;Late effects of cerebrovascular disease"
"664" "C0474810" "Malignant endometrioid tumor" "G/P" "C0027651;C0346521" "Neoplasms;Neoplasm of uncertain behavior of female genital organ"
"665" "C1306573" "Botryoid sarcoma" "G/P" "C0348362" "Malignant neoplasm of connective and soft tissue, unspecified"
"666" "C1266134" "Spindle cell rhabdomyosarcoma" "A" "C0348362" "Malignant neoplasm of connective and soft tissue, unspecified"
