"CUI_inp" "CUI_inp_name" "Map_type" "CUI_out" "CUI_out_name"
"1124" "C0340880" "Disorder of prosthetic cardiac valve" "A" "C0478489" "Unspecified complication of cardiac and vascular prosthetic device, implant and graft"
"1125" "C0151468" "Thyroid Gland Follicular Adenoma" "A" "C0154038" "Benign neoplasm of thyroid gland"
"1126" "C0020102" "HTLV-II Infections" "G/P" "C0021051;C0868899" "Immunologic Deficiency Syndromes;Retrovirus infections, not elsewhere classified in ICD10CM"
"1127" "C0404752" "Congenital heart disease in pregnancy" "G/P" "C0018798" "Congenital Heart Defects"
"1128" "C1268942" "Gastroesophageal reflux disease with hiatal hernia" "G/P" "C0017168" "Gastroesophageal reflux disease"
"1129" "C2888785" "chronic non-pressure ulcer of skin" "G/P" "C0011127;C0494891" "Pressure Ulcer;Chronic ulcer of skin, not elsewhere classified"
"1130" "C0555336" "Fracture of ulnar styloid" "G/P" "C0452088;C0495890;C1305215" "Fracture at wrist and/or hand level;Other specified injuries of forearm;Fracture of forearm"
"1131" "C0410339" "Tear of fibrocartilage of joint" "G/P" "C0007302" "Cartilage Diseases"
"1132" "C0398636" "Acquired platelet disorder" "G/P" "C0235604" "Qualitative platelet deficiency"
"1133" "C0278056" "Abnormal pregnancy" "G/C" "C0020217;C0027651;C0042133;C0153567;C0156543" "Hydatidiform Mole;Neoplasms;Uterine Fibroids;Uterine Cancer;Unspecified Abortion"
"1134" "C1846010" "URUGUAY FACIOCARDIOMUSCULOSKELETAL SYNDROME" "A" "C0026848;C0878544" "Myopathy;Cardiomyopathies"
"1135" "C0342634" "Neonatal hypocalcemia" "G/P" "C0006705;C0154260;C0270075" "Calcium Metabolism Disorders;Disorder of mineral metabolism;Perinatal disorder"
"1136" "C0152083" "Transient arthropathy" "A" "C0022408;C0869062" "Arthropathy;Other specific arthropathies, not elsewhere classified in ICD10CM"
"1137" "C1531624" "Cardioembolic stroke" "A" "C0451675" "Cerebral infarction due to embolism of cerebral arteries"
"1138" "C1997689" "Arthropathy of elbow" "G/P" "C0022408" "Arthropathy"
"1139" "C0235904" "Megacolon, not Hirschsprung's" "A" "C0451702;C0494775" "Megacolon in Chagas' disease;Megacolon, not elsewhere classified"
"1140" "C0014599" "Epithelial hyperplasia" "G/C" "C0263978;C0348725" "Disorder of soft tissue;Other and unspecified lesions of oral mucosa"
"1141" "C1861457" "PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY" "G/P" "C0014058;C0478130" "Encephalitis, myelitis and encephalomyelitis;Other and unspecified symptoms and signs involving the nervous and musculoskeletal systems"
"1142" "C3272821" "Crohn Disease-Associated Colorectal Adenocarcinoma" "G/P" "C0007102" "Malignant tumor of colon"
"1143" "C1971021" "Potassium depletion" "A" "C0020621" "Hypokalemia"
"1144" "C0948364" "Periprosthetic osteolysis" "G/P" "C0221204;C0451898;C0478493;C0478494;C0496148;C0496149" "Lytic lesion;Mechanical complication of internal joint prosthesis;Mechanical complication of other bone devices, implants and grafts;Mechanical complication of other internal orthopedic devices, implants and grafts;Mechanical complication of internal fixation device of bones of limb;Mechanical complication of internal fixation device of other bones"
"1145" "C0454646" "Restricted language development" "G/P" "C0349325" "Developmental disorder of speech and language, unspecified"
"1146" "C1334009" "High Grade Anal Canal Squamous Intraepithelial Neoplasia" "G/P" "C0007868;C0494780;C0496908" "Cervical dysplasia;Disease of anus and rectum, unspecified;Neoplasm of uncertain or unknown behavior of rectum"
"1147" "C1848186" "Malignant sex-cord stromal tumor" "G/P" "C0014130;C0027651;C0080276" "Endocrine System Diseases;Neoplasms;Disorder of the genitourinary system"
"1148" "C1334609" "Malignant Ovarian Sex Cord-Stromal Tumor" "G/P" "C1140680" "Malignant neoplasm of ovary"
"1149" "C2674949" "Chromosome 3q29 Deletion Syndrome" "G/P" "C0008626;C0025362;C0476648" "Congenital chromosomal disease;Mental Retardation;Limitation of activities due to disability"
"1150" "C2749873" "Chromosome 3q29 Duplication Syndrome" "A" "C0008626" "Congenital chromosomal disease"
"1151" "C0268483" "Tyrosinemias" "A" "C0268482" "DIsturbance of tyrosine metabolism"
"1152" "C0751795" "Head Injuries, Penetrating" "G/P" "C0018674;C0478386;C0478393" "Craniocerebral Trauma;Open wound of unspecified body region;Other injuries of unspecified body region"
"1153" "C0275965" "Reactivation tuberculosis" "G/P" "C0041296" "Tuberculosis"
"1154" "C0751758" "Advanced Sleep Phase Syndrome" "A" "C0877792" "Sleep Disorders, Circadian Rhythm"
"1155" "C0865304" "psychosis; schizophreniform" "A" "C0036341;C0338798" "Schizophrenia;Other schizophrenia"
"1156" "C1401086" "Peripheral vascular insufficiency" "O" "C0348487" "Other specified disorders of carbohydrate metabolism"
"1157" "C0266464" "Polymicrogyria" "G/P" "C0266449" "Congenital anomaly of brain"
"1158" "C1868720" "Periventricular Nodular Heterotopia" "G/P" "C0266449;C0478657" "Congenital anomaly of brain;Other disorders of psychological development"
"1159" "C0520594" "Breast Microcalcification" "A" "C0156325" "Other specified disorders of breast"
"1160" "C1290840" "Acute metabolic disorder" "A" "C0025517" "Metabolic Diseases"
"1161" "C0349533" "Lymphoma of intestine" "G/P" "C0024305;C0346627" "Lymphoma, Non-Hodgkin;Intestinal Cancer"
"1162" "C3164302" "Non-Hodgkin's lymphoma of intestine" "G/P" "C0024305;C0346627" "Lymphoma, Non-Hodgkin;Intestinal Cancer"
"1163" "C0271175" "Cataract associated with radiation" "A" "C0086543" "Cataract"
"1164" "C0149858" "Secondary cholangitis" "A" "C0008311" "Cholangitis"
"1165" "C3160738" "FANCONI ANEMIA, COMPLEMENTATION GROUP D2" "G/P" "C0702159" "Constitutional aplastic anemia"
"1166" "C0280131" "Ovarian Teratoma" "G/P" "C1140680" "Malignant neoplasm of ovary"
"1167" "C0027626" "Neoplasm Invasiveness" "G/C" "C0023418" "leukemia"
"1168" "C2198003" "Sequela of chronic liver disease" "G/C" "C0156194;C0494816" "Other diseases of liver;Cutaneous abscess, furuncle and carbuncle of trunk"
"1169" "C1266051" "Papillary microcarcinoma" "G/P" "C0027651;C0348374" "Neoplasms;Malignant neoplasm of central nervous system"
"1170" "C1857800" "CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 2" "G/P" "C0010035" "Hereditary corneal dystrophy"
"1171" "C0423773" "Scaly skin" "A" "C0159040" "Changes in skin texture"
"1172" "C1398786" "glomerular; disease, chronic" "A" "C0677052" "Chronic nephritic syndrome"
"1173" "C1828347" "Cytochrome p450 enzyme deficiency" "G/P" "C0025517" "Metabolic Diseases"
"1174" "C1828075" "Cytochrome p450 CYP2D6 enzyme deficiency" "G/P" "C0025517" "Metabolic Diseases"
"1175" "C1827368" "Cytochrome p450 CYP2C9 enzyme deficiency" "G/P" "C0025517" "Metabolic Diseases"
"1176" "C1828105" "Cytochrome p450 CYP2C19 enzyme deficiency" "G/P" "C0025517" "Metabolic Diseases"
"1177" "C1827367" "Poor metabolizer due to cytochrome p450 CYP2C9 variant" "G/P" "C0025517" "Metabolic Diseases"
"1178" "C1827468" "Poor metabolizer due to cytochrome p450 CYP2C19 variant" "G/P" "C0025517" "Metabolic Diseases"
"1179" "C0342316" "Recurrent severe hypoglycemia" "A" "C0020615" "Hypoglycemia"
"1180" "C1849249" "SENILE PLAQUE FORMATION" "O" "C0524851" "Neurodegenerative Disorders"
"1181" "C1843266" "Cranial dystonia" "G/P" "C0393593" "Dystonia Disorders"
"1182" "C0280206" "stage, malignant mesothelioma" "G/P" "C0025500" "Mesothelioma"
"1183" "C0409639" "Rheumatoid arthritis of hip" "A" "C0003873" "Rheumatoid Arthritis"
"1184" "C0413766" "Chloral hydrate adverse reaction" "G/P" "C0409910;C0478506" "Gout secondary to drug;Unspecified adverse effect of drug or medicament"
"1185" "C0232726" "Rectal tenesmus" "A" "C0478121" "Other specified symptoms and signs involving the digestive system and abdomen"
"1186" "C0398621" "Hypoplasminogenemia" "G/P" "C0005779" "Blood Coagulation Disorders"
"1187" "C1968804" "Plasminogen Deficiency, Type I" "A" "C0009763" "Conjunctivitis"
"1188" "C0269233" "Female infertility due to occlusion of fallopian tube" "A" "C0156415" "Female infertility of tubal origin"
"1189" "C1299528" "Disease due to Gram-positive bacteria" "G/P" "C0004623" "Bacterial Infections"
"1190" "C0026773" "Multiple Personality Disorder" "A" "C0362053" "Other dissociative [conversion] disorders"
"1191" "C0005717" "Gilchrist Disease" "A" "C0005716" "Blastomycosis"
"1192" "C1279265" "Laboratory animal dander allergy (disorder)" "A" "C0348689" "Other allergic rhinitis"
"1193" "C0155237" "Acute dacryocystitis" "A" "C0339129" "Acute inflammation of lacrimal passages"
"1194" "C0438644" "Dermatoglyphs - skin lines" "A" "C2363246" "Other specified congenital malformations of skin"
"1195" "C1711322" "Atypical Mesothelial Hyperplasia" "G/P" "C0006826" "Malignant Neoplasms"
"1196" "C1511473" "CEBPA Gene Mutation" "O" "C0008311;C0008311;C0023467;C0149955;C0149955;C0156273;C0156273;C0265740;C0265740;C0265780;C0265780;C0266011;C0266011;C0432378;C0432378;C1609433;C1609433" "Cholangitis;Cholangitis;Leukemia, Myelocytic, Acute;Annular pancreas;Annular pancreas;Bladder Diverticulum;Bladder Diverticulum;Arrhinia;Arrhinia;Congenital absence of lung;Congenital absence of lung;Accessory nipple;Accessory nipple;Congenital malformations of other endocrine glands;Congenital malformations of other endocrine glands;Congenital absence of kidneys syndrome;Congenital absence of kidneys syndrome"
"1197" "C2903075" "Erectile dysfunction due to arterial insufficiency" "G/P" "C0156309;C0349258" "Impotence of organic origin;Failure of genital response"
"1198" "C0085859" "Polyglandular Type I Autoimmune Syndrome" "A" "C0085409" "Polyendocrinopathies, Autoimmune"
"1199" "C0235746" "Saliva altered" "G/P" "C0012242;C0152945;C1145628" "Digestive System Disorders;Gastrointestinal anthrax;Autonomic nervous system disorders"
"1200" "C2364082" "Sense of smell impaired" "A" "C0478137" "Other and unspecified disturbances of smell and taste"
"1201" "C0813216" "Corpus uteri carcinoma" "A" "C0153567" "Uterine Cancer"
"1202" "C0410528" "Skeletal dysplasia" "A" "C0478093" "Other congenital malformation syndromes with other skeletal changes"
"1203" "C0238094" "Idiopathic edema" "A" "C0013604" "Edema"
"1204" "C0472691" "Primary lymphedema tardum" "A" "C1704423" "Milroy Disease"
"1205" "C0267947" "Interstitial pancreatitis" "A" "C0348760" "Other chronic pancreatitis"
"1206" "C1855772" "Absent corpus callosum cataract immunodeficiency" "A" "C0086543" "Cataract"
"1207" "C0242700" "Space Motion Sickness" "A" "C0026603" "Motion Sickness"
"1208" "C0571818" "Iodine allergy" "G/P" "C0020517" "Hypersensitivity"
"1209" "C2981706" "Stage IIA Uveal Melanoma" "G/P" "C0015397;C0496836" "Disorder of eye;Malignant tumor of eye"
"1210" "C1333849" "Grade 3b Follicular Lymphoma" "G/P" "C1264190" "Follicular non-Hodgkin's lymphoma, large cell (clinical)"
"1211" "C0234379" "Resting Tremor" "A" "C0040822;C0477361" "Tremor;Other specified forms of tremor"
"1212" "C1334050" "Human Papillomavirus-Related Carcinoma" "G/P" "C0006826;C0042769" "Malignant Neoplasms;Virus Diseases"
"1213" "C0574068" "Rib pain" "A" "C0029537" "Other chest pain"
"1214" "C0432267" "Tricho-thiodystrophy disorder" "G/P" "C0010314;C0013080;C0024796;C0263506;C0268397;C1956097" "Cri-du-Chat Syndrome;Down Syndrome;Marfan Syndrome;Perifolliculitis capitis abscedens;Amyloidosis, Primary Cutaneous;Wolf-Hirschhorn Syndrome"
"1215" "C1955934" "Trichothiodystrophy Syndromes" "G/P" "C0010314;C0013080;C0024796;C0263506;C0268397;C1956097" "Cri-du-Chat Syndrome;Down Syndrome;Marfan Syndrome;Perifolliculitis capitis abscedens;Amyloidosis, Primary Cutaneous;Wolf-Hirschhorn Syndrome"
"1216" "C0037277" "Skin Diseases, Genetic" "A" "C0263506;C0268397" "Perifolliculitis capitis abscedens;Amyloidosis, Primary Cutaneous"
"1217" "C0278681" "metastatic parathyroid cancer" "G/P" "C0006826;C0153653" "Malignant Neoplasms;Malignant tumor of parathyroid gland"
"1218" "C0280733" "recurrent carcinoma of unknown primary" "G/P" "C0006826" "Malignant Neoplasms"
"1219" "C0278684" "recurrent parathyroid cancer" "G/P" "C0153653" "Malignant tumor of parathyroid gland"
"1220" "C0278563" "stage IIIA anal cancer" "G/P" "C0153445" "Malignant neoplasm of anal canal"
"1221" "C0278564" "stage IIIB anal cancer" "G/P" "C0153445" "Malignant neoplasm of anal canal"
"1222" "C1096406" "Ventriculoperitoneal shunt malfunction" "G/P" "C0006111;C0496137;C0496155" "Brain Diseases;Unspecified complication of procedure;Unspecified complication of internal prosthetic device, implant and graft"
"1223" "C0265253" "Stickler syndrome (disorder)" "A" "C0478093;C0478095" "Other congenital malformation syndromes with other skeletal changes;Other specified congenital malformations"
"1224" "C0271583" "ACTH Deficiency, Isolated" "A" "C0014130;C0020615;C0020635" "Endocrine System Diseases;Hypoglycemia;Hypopituitarism"
"1225" "C0685706" "Membranous ventricular septum defect" "A" "C0018818" "Ventricular Septal Defects"
"1226" "C0031873" "Pica Disease" "A" "C0029587;C0349348" "Other eating disorders;Pica of infancy and childhood"
"1227" "C0853709" "Waldenstrom's macroglobulinaemia recurrent" "G/P" "C0024419" "Waldenstrom Macroglobulinemia"
"1228" "C3160858" "Posterior reversible encephalopathy syndrome" "A" "C0006114;C0085584" "Cerebral Edema;Encephalopathies"
"1229" "C1519859" "Endometrial Mucinous Adenocarcinoma" "G/P" "C0007103;C0153567" "Malignant neoplasm of endometrium;Uterine Cancer"
"1230" "C1516865" "Endometrial Undifferentiated Carcinoma" "G/P" "C0007103" "Malignant neoplasm of endometrium"
"1231" "C0865785" "Influenzal acute respiratory infection" "G/P" "C0029582;C0155866;C0348713" "Other respiratory system diseases;Inhalational anthrax;Other specified respiratory disorders"
"1232" "C1516669" "Clonal Evolution" "G/P" "C0027651" "Neoplasms"
"1233" "C0030185" "Paget's Disease, Mammary" "G/P" "C0007114;C0007124;C0496806" "Malignant neoplasm of skin;Noninfiltrating Intraductal Carcinoma;Malignant neoplasm of nipple and areola"
"1234" "C0233624" "Cheilophagia" "G/P" "C0023760;C0494717" "Lip Diseases;Cheek and lip biting"
"1235" "C0242526" "Gonadal Dysgenesis, 45,X" "G/P" "C0041408;C0158795;C0432463;C0432464;C0432466;C0478103;C0495654" "Turner Syndrome;Other and unspecified congenital anomalies;Karyotype 46, X iso (Xq);Karyotype 46, X with abnormal sex chromosome except iso (Xq);Mosaicism 45, X / other cell line with abnormal sex chromosome;Other variants of Turner's syndrome;Mosaicism, 45,X/46,XX or XY"
"1236" "C0749098" "Hematoma, Subdural, Acute" "G/P" "C0494607" "Subdural hemorrhage (acute) (nontraumatic)"
"1237" "C1285188" "Complication of diathermy procedure" "G/P" "C0274310" "Complication of surgical and medical care, unspecified"
"1238" "C0023647" "Atrophic lichen planus" "A" "C0023646;C0477487" "Lichen Planus;Other lichen planus"
"1239" "C2921069" "aortic ectasia thoracic" "G/P" "C0155763" "Other specified disorders of arteries and arterioles"
"1240" "C0269388" "Miscarriage in first trimester" "G/P" "C0000786" "Spontaneous abortion"
"1241" "C0349633" "Hairy cell leukemia variant" "A" "C0023443" "Hairy Cell Leukemia"
"1242" "C1333159" "Corneal intraepithelial neoplasia" "G/P" "C0010034;C0027651;C0496836" "Corneal Diseases;Neoplasms;Malignant tumor of eye"
"1243" "C1333148" "Conjunctival intraepithelial neoplasia" "G/P" "C0009759;C0027651;C0496836;C0496957" "Conjunctival Diseases;Neoplasms;Malignant tumor of eye;Neoplasm of uncertain or unknown behavior of other specified sites"
"1244" "C3278560" "CANDLE syndrome" "G/P" "C0015967;C0023510;C0494360" "Fever;Leukocyte Disorders;Lipodystrophy, not elsewhere classified"
"1245" "C0392788" "Nasal Type Extranodal NK/T-Cell Lymphoma" "G/P" "C0023493" "Adult T-Cell Lymphoma/Leukemia"
"1246" "C0035955" "Traumatic Rupture" "G/P" "C3263723" "Traumatic injury"
"1247" "C0266537" "Congenital lamellar cataract" "A" "C0009691" "Congenital cataract"
"1248" "C0742597" "colon (non-specific) lesion" "A" "C0021831;C0178285" "Intestinal Diseases;Disease digestive system other"
"1249" "C0861585" "Squamous cell carcinoma of the oral cavity stage I" "G/P" "C0153381" "Malignant neoplasm of mouth"
"1250" "C0861598" "Squamous cell carcinoma of the oral cavity stage II" "G/P" "C0153381" "Malignant neoplasm of mouth"
"1251" "C0854141" "Renal aneurysm" "G/P" "C0042075;C0348668" "Urologic Diseases;Other and unspecified disorders of the circulatory system"
"1252" "C0853708" "SLE arthritis" "G/P" "C0022408;C0477583" "Arthropathy;Systemic involvement of connective tissue, unspecified"
"1253" "C1692871" "Inflammatory polyarthritis" "A" "C0162323;C0409651" "Polyarthritis;Seropositive rheumatoid arthritis"
"1254" "C0406357" "Skin peeling disorder" "G/P" "C0015230" "Exanthema"
"1255" "C0278810" "localized extrahepatic bile duct cancer" "G/P" "C0153453" "Malignant tumor of extrahepatic bile duct"
"1256" "C0026552" "Morphine Dependence" "G/P" "C0029104;C0349106;C0349107;C0349108;C0349109;C0349110;C0349111;C0494376;C0494389" "Opioid withdrawal;Mental and behavioral disorders due to use of opioids, withdrawal state with delirium;Mental and behavioral disorders due to use of opioids, psychotic disorder;Mental and behavioral disorders due to use of opioids, amnesic syndrome;Mental and behavioral disorders due to use of opioids, residual and late-onset psychotic disorder;Mental and behavioral disorders due to use of opioids, other mental and behavioral disorders;Mental and behavioral disorders due to use of opioids, unspecified mental and behavioral disorder;Mental and behavioral disorders due to use of opioids, dependence syndrome;Mental and behavioral disorders due to multiple drug use and use of psychoactive substances, withdrawal state"
"1257" "C1275589" "Lobular pneumonia" "G/P" "C0032285" "Pneumonia"
"1258" "C0410652" "Cervical spine instability" "G/P" "C0410648" "Spinal instability"
"1259" "C0267615" "Recurrent appendicitis" "A" "C0156095" "Other appendicitis"
"1260" "C2676191" "PITUITARY ADENOMA, FAMILIAL ISOLATED (disorder)" "A" "C0496901" "Benign neoplasm of pituitary gland"
"1261" "C0220744" "Multiple gastrointestinal atresias (disorder)" "A" "C0478034" "Other specified congenital malformations of intestine"
"1262" "C1863340" "PITUITARY ADENOMA PREDISPOSITION (disorder)" "G/P" "C0496901" "Benign neoplasm of pituitary gland"
"1263" "C1844502" "Genitourinary Tract Anomalies" "G/P" "C0000768;C0080276;C0270075;C0478095" "Congenital Abnormality;Disorder of the genitourinary system;Perinatal disorder;Other specified congenital malformations"
"1264" "C0347812" "Supracondylar fracture femur" "G/P" "C0435839" "Fracture of distal end of femur"
"1265" "C0149954" "adenocarcinoma of head of pancreas" "G/P" "C0346647" "Malignant neoplasm of pancreas"
"1266" "C0472801" "Hemophilia A carrier" "O" "C0178336" "Factors influencing health status and contact with health services (Z00-Z99)"
"1267" "C0878684" "SHORT syndrome" "A" "C0025517" "Metabolic Diseases"
"1268" "C0751131" "Facial Neuritis" "G/P" "C0015464" "Facial Nerve Diseases"
"1269" "C1956258" "Familial Thrombotic Thrombocytopenic Purpura" "G/P" "C2717961" "Thrombotic Microangiopathies"
"1270" "C1516517" "Chromosomal Gain" "G/P" "C0270075;C0478147" "Perinatal disorder;General symptoms and signs (R50-R69)"
"1271" "C1851945" "DYSTONIA 1, TORSION, AUTOSOMAL DOMINANT" "G/P" "C0393598;C0393601" "Idiopathic familial dystonia;Idiopathic non-familial dystonia"
"1272" "C0339868" "Recurrent acute tonsillitis" "A" "C0001361" "Acute tonsillitis"
"1273" "C0879281" "Stage IV Mesothelioma" "G/P" "C0025500" "Mesothelioma"
"1274" "C3501657" "Parkinson Disease 5" "G/P" "C0030567;C0030568;C0030569" "Parkinson Disease;Parkinson Disease, Postencephalitic;Secondary Parkinson Disease"
"1275" "C2986961" "Stage IIA1 Cervical Cancer" "G/P" "C0007847" "Malignant tumor of cervix"
"1276" "C2986962" "Stage IIA2 Cervical Cancer" "G/P" "C0007847" "Malignant tumor of cervix"
"1277" "C1519915" "Vaginal Adenosquamous Carcinoma" "G/P" "C0037272;C0042237" "Disease of Skin and Appendages;Malignant Vaginal Neoplasm"
"1278" "C0553565" "Posteruptive color change of tooth" "A" "C0494703" "Posteruptive color changes of dental hard tissues"
"1279" "C0556284" "Mental health impairment" "A" "C0478136" "Other and unspecified symptoms and signs involving cognitive functions and awareness"
"1280" "C3164427" "Deformity of chest wall" "A" "C0001171" "Acquired chest and rib deformity"
"1281" "C0155299" "Coloboma of optic disc" "A" "C0155296;C0266566" "Other disorders of optic disc;Optic disc structural anomaly"
"1282" "C1266127" "Histiocytoma, Angiomatoid Fibrous" "G/P" "C0007114;C0086692;C0154125;C0348362;C0477531;C0477583;C0496955" "Malignant neoplasm of skin;Benign Neoplasm;Neoplasm of uncertain behavior of soft tissues;Malignant neoplasm of connective and soft tissue, unspecified;Localized connective tissue disorder, unspecified;Systemic involvement of connective tissue, unspecified;Neoplasm of uncertain or unknown behavior of skin"
"1283" "C0346053" "Atypical fibroxanthoma of skin" "G/P" "C0007114;C0496955" "Malignant neoplasm of skin;Neoplasm of uncertain or unknown behavior of skin"
"1284" "C1321427" "Epithelioid Malignant Peripheral Nerve Sheath Tumor" "A" "C0348359" "Malignant neoplasm of peripheral nerves and autonomic nervous system"
"1285" "C0346049" "Fibrohistiocytic tumor" "G/P" "C0007114;C0496955" "Malignant neoplasm of skin;Neoplasm of uncertain or unknown behavior of skin"
"1286" "C0346083" "Glomus tumor of skin" "A" "C0018916" "Hemangioma"
"1287" "C1708550" "Intimal sarcoma" "G/P" "C0348362" "Malignant neoplasm of connective and soft tissue, unspecified"
"1288" "C1275282" "Low-grade fibromyxoid sarcoma" "A" "C0348362" "Malignant neoplasm of connective and soft tissue, unspecified"
"1289" "C1708751" "Low grade myofibroblastic sarcoma" "G/P" "C0154125;C0348362;C0477531;C0477583" "Neoplasm of uncertain behavior of soft tissues;Malignant neoplasm of connective and soft tissue, unspecified;Localized connective tissue disorder, unspecified;Systemic involvement of connective tissue, unspecified"
"1290" "C1334575" "Malignant Cutaneous Granular Cell Tumor" "G/P" "C0007114;C0027962;C0348362;C0496885" "Malignant neoplasm of skin;Melanocytic nevus;Malignant neoplasm of connective and soft tissue, unspecified;Other benign neoplasm of skin, unspecified"
"1291" "C0334616" "Malignant peripheral nerve sheath tumor with rhabdomyoblastic differentiation" "A" "C0348359" "Malignant neoplasm of peripheral nerves and autonomic nervous system"
"1292" "C0206637" "Chondrosarcoma, Mesenchymal" "G/P" "C0153509" "Malignant tumor of bone and articular cartilage"
"1293" "C1709103" "Myxoinflammatory fibroblastic sarcoma" "G/P" "C0154125;C0348362;C0477531;C0477583" "Neoplasm of uncertain behavior of soft tissues;Malignant neoplasm of connective and soft tissue, unspecified;Localized connective tissue disorder, unspecified;Systemic involvement of connective tissue, unspecified"
"1294" "C1335392" "Pericytic Neoplasm" "G/P" "C0027651" "Neoplasms"
"1295" "C1266126" "Plexiform fibrohistiocytic tumor" "G/P" "C0007114;C0496955" "Malignant neoplasm of skin;Neoplasm of uncertain or unknown behavior of skin"
"1296" "C1710026" "Sclerosing epithelioid fibrosarcoma" "G/P" "C0154125;C0348362;C0477531;C0477583" "Neoplasm of uncertain behavior of soft tissues;Malignant neoplasm of connective and soft tissue, unspecified;Localized connective tissue disorder, unspecified;Systemic involvement of connective tissue, unspecified"
"1297" "C0796618" "Stage IB Soft Tissue Sarcoma" "G/P" "C0348362" "Malignant neoplasm of connective and soft tissue, unspecified"
"1298" "C0796624" "Stage IV Soft Tissue Sarcoma" "G/P" "C0348362" "Malignant neoplasm of connective and soft tissue, unspecified"
"1299" "C2959515" "Alkaline chemical burn of cornea" "A" "C0496060" "Corrosion of cornea and conjunctival sac"
"1300" "C2960702" "Acid chemical burn of cornea" "A" "C0496060" "Corrosion of cornea and conjunctival sac"
"1301" "C0920064" "Alloimmune platelet transfusion refractoriness" "G/P" "C0040034;C0154301" "Thrombocytopenia;Acquired thrombocytopenia"
"1302" "C0013930" "Embolism, Tumor" "G/P" "C0027651;C0348668" "Neoplasms;Other and unspecified disorders of the circulatory system"
"1303" "C1518230" "Malignant Ovarian Clear Cell Tumor" "G/P" "C1140680" "Malignant neoplasm of ovary"
"1304" "C1518231" "Malignant Ovarian Endometrioid Tumor" "G/P" "C1140680" "Malignant neoplasm of ovary"
"1305" "C1518234" "Malignant Ovarian Serous Tumor" "G/P" "C1140680" "Malignant neoplasm of ovary"
"1306" "C0268714" "Nephrotic-nephritic syndrome" "G/P" "C0027726;C0268732" "Nephrotic Syndrome;Nephritic syndrome"
"1307" "C0561308" "Cut of knee" "A" "C0347570" "Open wound of knee"
"1308" "C0043252" "Gunshot wound" "G/P" "C0478386;C0478393;C3263723" "Open wound of unspecified body region;Other injuries of unspecified body region;Traumatic injury"
"1309" "C0036502" "Sebaceous Gland Diseases" "A" "C0494865" "Follicular disorder, unspecified"
"1310" "C0266546" "Congenital anomaly of anterior chamber of eye" "A" "C0495493" "Congenital malformation of anterior segment of eye, unspecified"
"1311" "C0837174" "Other sleep apnea" "G/P" "C0037315" "Sleep Apnea Syndromes"
"1312" "C0558348" "Bacterial gastroenteritis" "G/P" "C0017152;C0178238;C0348095" "Gastritis;Intestinal infectious disease (disorder);Bacterial intestinal infection, unspecified"
"1313" "C0405473" "Non-cyclical mastalgia" "A" "C0024902" "Mastodynia"
"1314" "C0001139" "Acinetobacter Infections" "G/P" "C0004623;C2939130" "Bacterial Infections;Other bacterial diseases"
"1315" "C1142300" "Clostridium colitis" "G/P" "C0004623;C0178238;C0494762;C2939130" "Bacterial Infections;Intestinal infectious disease (disorder);Noninfective gastroenteritis and colitis, unspecified;Other bacterial diseases"
"1316" "C1301721" "Neurological morbidity" "G/P" "C0274310" "Complication of surgical and medical care, unspecified"
"1317" "C1274989" "Retinoid dermatitis" "G/P" "C0451939" "Generalized skin eruption due to drugs and medicaments"
"1318" "C1290576" "Congenital anomaly of palate" "A" "C0869081" "Congenital malformations of palate, not elsewhere classified in ICD10CM"
"1319" "C0860614" "Developmental writing disorder" "G/P" "C0155732" "Late effects of cerebrovascular disease"
"1320" "C0346392" "Nevus of choroid" "A" "C0154028" "Benign neoplasm of choroid"
"1321" "C0752159" "Vascular Malformations, Brain" "G/P" "C0497552" "Congenital neurologic anomalies"
"1322" "C2882219" "Pulmonary embolism without acute cor pulmonale" "G/P" "C0034065" "Pulmonary Embolism"
"1323" "C1963951" "Acute overdose" "O" "C0497007" "Poisoning by other and unspecified drugs, medicaments and biological substances"
"1324" "C0848034" "Low IQ" "G/P" "C0025362" "Mental Retardation"
"1325" "C0409332" "Internal rotation contracture-shoulder" "G/P" "C0009918" "Contracture of joint"
"1326" "C0014012" "Empyema, Gallbladder" "A" "C0149520" "Cholecystitis, Acute"
"1327" "C1306121" "Abscess of gallbladder" "A" "C0149520" "Cholecystitis, Acute"
"1328" "C0236859" "Physical abuse of adult" "A" "C0282350;C0452128;C0452129;C0480746;C0730557;C1621955" "Sexual abuse;Maltreatment syndromes;Neglect or abandonment;Other maltreatment syndromes - cause;Emotional abuse;Physical abuse"
"1329" "C2315288" "Acute rejection of cardiac transplant" "G/P" "C0348882;C0348883;C0496156" "Heart transplant failure and rejection;Heart-lung transplant failure and rejection;Failure and rejection of unspecified transplanted organ and tissue"
"1330" "C1266177" "Dysembryoplastic neuroepithelial tumor" "G/P" "C0086692;C0153633;C0349015;C0349016;C0496936" "Benign Neoplasm;Malignant neoplasm of brain;Neoplasm of uncertain or unknown behavior of brain, supratentorial;Neoplasm of uncertain or unknown behavior of brain, infratentorial;Neoplasm of uncertain or unknown behavior of brain, unspecified"
